Algorithm	File	ncol	Runtime	F1 Score
clustine_just_compute	diabetes.arff	3	0.019	0.618786638027214
wrap_kNN	diabetes.arff	3	0.264	0.813496243126635
MI_rank	diabetes.arff	3	0.015	0.791791751892846
random_cols	diabetes.arff	3	0	0.801886052654356
random_cols	diabetes.arff	3	0	0.525430107820813
clustine_feature_select	vowel.arff	3	0.016	0.833372626003737
clustine_just_compute	vowel.arff	3	0.012	0.72371532220057
wrap_kNN	vowel.arff	3	0.339	0.865421102516094
MI_rank	vowel.arff	3	0.018	0.793116426064278
random_cols	vowel.arff	3	0	0.762025890797828
random_cols	vowel.arff	3	0	0.828221040056112
clustine_feature_select	vowel.arff	3	0.025	0.828001834466132
clustine_just_compute	vowel.arff	3	0.023	0.718010370206908
wrap_kNN	vowel.arff	3	0.333	0.835434076082162
MI_rank	vowel.arff	3	0.025	0.795646150529999
random_cols	vowel.arff	3	0	0.823023394989758
random_cols	vowel.arff	3	0	0.795115391737179
clustine_feature_select	vowel.arff	3	0.026	0.8279702672267
clustine_just_compute	vowel.arff	3	0.021	0.715262947767306
wrap_kNN	vowel.arff	3	0.341	0.841175527087808
MI_rank	vowel.arff	3	0.018	0.795116656803188
random_cols	vowel.arff	3	0	0.769340976606278
random_cols	vowel.arff	3	0	0.752092648095231
clustine_feature_select	breast.arff	3	0.028	0.831370761296432
clustine_just_compute	breast.arff	3	0.032	0.572273632570081
wrap_kNN	breast.arff	3	0.628	0.874161760031395
MI_rank	breast.arff	3	0.035	0.728145818983703
random_cols	breast.arff	3	0	0.621370920630268
random_cols	breast.arff	3	0	0.51954809499463
clustine_feature_select	breast.arff	3	0.031	0.820323111686485
clustine_just_compute	breast.arff	3	0.035	0.545218854011649
wrap_kNN	breast.arff	3	0.57	0.874161760031395
MI_rank	breast.arff	3	0.041	0.733204252306526
random_cols	breast.arff	3	0	0.644549670204629
random_cols	breast.arff	3	0	0.557331668197195
clustine_feature_select	breast.arff	3	0.035	0.831365475120153
clustine_just_compute	breast.arff	3	0.036	0.564746731004347
wrap_kNN	breast.arff	3	0.579	0.87754059180731
MI_rank	breast.arff	3	0.041	0.724041777354577
random_cols	breast.arff	3	0	0.566167948881875
random_cols	breast.arff	3	0	0.479033422733433
clustine_feature_select	letrec.arff	3	0.174	0.71593798422668
clustine_just_compute	letrec.arff	3	0.123	0.649194980213916
wrap_kNN	letrec.arff	3	11.348	0.75873978116534
MI_rank	letrec.arff	3	0.217	0.605390788751233
random_cols	letrec.arff	3	0	0.700127409950989
random_cols	letrec.arff	3	0	0.699800182083029
clustine_feature_select	letrec.arff	3	0.124	0.718767417189152
clustine_just_compute	letrec.arff	3	0.124	0.643525242703483
wrap_kNN	letrec.arff	3	11.567	0.752460263252522
MI_rank	letrec.arff	3	0.206	0.601269768091917
random_cols	letrec.arff	3	0	0.59140545818638
random_cols	letrec.arff	3	0	0.713919332828855
clustine_feature_select	letrec.arff	3	0.123	0.717310974472559
clustine_just_compute	letrec.arff	3	0.126	0.65429290597048
wrap_kNN	letrec.arff	3	11.543	0.758033607665575
MI_rank	letrec.arff	3	0.204	0.601955074348726
random_cols	letrec.arff	3	0	0.518756107947873
random_cols	letrec.arff	3	0	0.667724515084733
clustine_feature_select	insurance.arff	3	0.155	0.940565836552094
clustine_just_compute	insurance.arff	3	0.233	0.81751774559408
wrap_kNN	insurance.arff	3	39.903	0.968246866073464
MI_rank	insurance.arff	3	0.314	0.800039582903654
random_cols	insurance.arff	3	0	0.405620733902324
random_cols	insurance.arff	3	0	NA
clustine_feature_select	insurance.arff	3	0.152	0.943712632534448
clustine_just_compute	insurance.arff	3	0.189	0.815712475107009
wrap_kNN	insurance.arff	3	39.938	0.969648933948155
MI_rank	insurance.arff	3	0.312	0.799978910866421
random_cols	insurance.arff	3	0	0.36524840589707
random_cols	insurance.arff	3	0	0.430413104459169
clustine_feature_select	insurance.arff	3	0.16	0.938829908686979
clustine_just_compute	insurance.arff	3	0.185	0.812712780831327
wrap_kNN	insurance.arff	3	39.887	0.972217307668219
MI_rank	insurance.arff	3	0.316	0.793094074814045
random_cols	insurance.arff	3	0	0.387094534901737
random_cols	insurance.arff	3	0	NA
clustine_feature_select	internet_usage.arff	3	0.212	0.999388514423001
clustine_just_compute	internet_usage.arff	3	0.182	0.480930181268534
wrap_kNN	internet_usage.arff	3	16.363	0.999388514423001
MI_rank	internet_usage.arff	3	0.334	0.999188331605991
random_cols	internet_usage.arff	3	0	0.47208326409113
random_cols	internet_usage.arff	3	0	NA
clustine_feature_select	internet_usage.arff	3	0.184	0.999388514423001
clustine_just_compute	internet_usage.arff	3	0.188	0.471097393494236
wrap_kNN	internet_usage.arff	3	16.411	0.999388514423001
MI_rank	internet_usage.arff	3	0.327	0.999188331605991
random_cols	internet_usage.arff	3	0	0.473095373609246
random_cols	internet_usage.arff	3	0	NA
clustine_feature_select	internet_usage.arff	3	0.167	0.999388514423001
clustine_just_compute	internet_usage.arff	3	0.192	0.480747822719678
wrap_kNN	internet_usage.arff	3	16.285	0.999388514423001
MI_rank	internet_usage.arff	3	0.317	0.999188331605991
random_cols	internet_usage.arff	3	0	NA
random_cols	internet_usage.arff	3	0	0.467752888280291
clustine_feature_select	communities.arff	3	0.105	1
clustine_just_compute	communities.arff	3	0.15	1
wrap_kNN	communities.arff	3	9.951	1
MI_rank	communities.arff	3	0.18	1
random_cols	communities.arff	3	0	0.401800284253044
random_cols	communities.arff	3	0	0.388701153810633
clustine_feature_select	communities.arff	3	0.151	1
clustine_just_compute	communities.arff	3	0.14	1
wrap_kNN	communities.arff	3	9.852	1
MI_rank	communities.arff	3	0.173	1
random_cols	communities.arff	3	0	0.30625739091794
random_cols	communities.arff	3	0	0.326925691139095
clustine_feature_select	communities.arff	3	0.111	1
clustine_just_compute	communities.arff	3	0.145	1
wrap_kNN	communities.arff	3	9.881	1
MI_rank	communities.arff	3	0.178	1
random_cols	communities.arff	3	0	0.36590456686789
random_cols	communities.arff	3	0	0.394607817467625
clustine_feature_select	magic.arff	3	0.111	0.866024174515305
clustine_just_compute	magic.arff	3	0.107	0.514301913775745
wrap_kNN	magic.arff	3	2.788	0.96954400195914
MI_rank	magic.arff	3	0.139	0.91516896520396
random_cols	magic.arff	3	0	0.820059535334343
random_cols	magic.arff	3	0	0.891875545898674
clustine_feature_select	magic.arff	3	0.095	0.865547632063057
clustine_just_compute	magic.arff	3	0.1	0.517241303679069
wrap_kNN	magic.arff	3	2.709	0.969557694664682
MI_rank	magic.arff	3	0.126	0.913970032323705
random_cols	magic.arff	3	0	0.428266532679232
random_cols	magic.arff	3	0	0.485580210874325
clustine_feature_select	magic.arff	3	0.104	0.868516332640399
clustine_just_compute	magic.arff	3	0.098	0.516816793265303
wrap_kNN	magic.arff	3	2.673	0.969740389771918
MI_rank	magic.arff	3	0.17	0.914929089972625
random_cols	magic.arff	3	0	0.56540395405385
random_cols	magic.arff	3	0	0.477286352692612
clustine_feature_select	pendigits.arff	3	0.064	0.869683039694939
clustine_just_compute	pendigits.arff	3	0.07	0.634747579487701
wrap_kNN	pendigits.arff	3	6.435	0.924316583781248
MI_rank	pendigits.arff	3	0.097	0.84780143352892
random_cols	pendigits.arff	3	0	0.895799654832181
random_cols	pendigits.arff	3	0	0.825820732024942
clustine_feature_select	pendigits.arff	3	0.066	0.870262093254077
clustine_just_compute	pendigits.arff	3	0.064	0.631460183451301
wrap_kNN	pendigits.arff	3	6.446	0.924908609507282
MI_rank	pendigits.arff	3	0.09	0.847966648526951
random_cols	pendigits.arff	3	0	0.71326654725744
random_cols	pendigits.arff	3	0	0.836711627561478
clustine_feature_select	pendigits.arff	3	0.056	0.870053577897158
clustine_just_compute	pendigits.arff	3	0.059	0.632984595175454
wrap_kNN	pendigits.arff	3	6.294	0.923927502317523
MI_rank	pendigits.arff	3	0.092	0.850575050391774
random_cols	pendigits.arff	3	0	0.864568060992223
random_cols	pendigits.arff	3	0	0.801029297970081
clustine_feature_select	adult.arff	3	0.193	0.999401418029361
clustine_just_compute	adult.arff	3	0.141	0.999401418029361
wrap_kNN	adult.arff	3	1.324	0.999401418029361
MI_rank	adult.arff	3	0.13	0.999401418029361
random_cols	adult.arff	3	0	0.999201376251053
random_cols	adult.arff	3	0	NA
clustine_feature_select	adult.arff	3	0.137	0.999401418029361
clustine_just_compute	adult.arff	3	0.145	0.999401418029361
wrap_kNN	adult.arff	3	1.315	0.999401418029361
MI_rank	adult.arff	3	0.132	0.999401418029361
random_cols	adult.arff	3	0	0.999401418029361
random_cols	adult.arff	3	0	0.999000514036377
clustine_feature_select	adult.arff	3	0.148	0.999401418029361
clustine_just_compute	adult.arff	3	0.18	0.999401418029361
wrap_kNN	adult.arff	3	1.324	0.999401418029361
MI_rank	adult.arff	3	0.133	0.999401418029361
random_cols	adult.arff	3	0	NA
random_cols	adult.arff	3	0	NA
clustine_feature_select	musk.arff	3	0.4	0.905675953694361
clustine_just_compute	musk.arff	3	0.465	0.935652835117858
wrap_kNN	musk.arff	3	56.446	0.996599429124677
MI_rank	musk.arff	3	0.726	0.913581662530726
random_cols	musk.arff	3	0	0.95006396267637
random_cols	musk.arff	3	0	0.877817998036905
clustine_feature_select	musk.arff	3	0.321	0.905232967466795
clustine_just_compute	musk.arff	3	0.427	0.935660007948424
wrap_kNN	musk.arff	3	56.925	0.996599429124677
MI_rank	musk.arff	3	0.693	0.912940093405807
random_cols	musk.arff	3	0	0.946989078257206
random_cols	musk.arff	3	0	0.911994030567382
clustine_feature_select	musk.arff	3	0.335	0.9054336684543
clustine_just_compute	musk.arff	3	0.475	0.935251357352164
wrap_kNN	musk.arff	3	58.487	0.98421926341202
MI_rank	musk.arff	3	0.793	0.913570478342899
random_cols	musk.arff	3	0	0.958115486201085
random_cols	musk.arff	3	0	0.970593482009785
clustine_feature_select	bank.arff	3	0.258	0.998601670311215
clustine_just_compute	bank.arff	3	0.21	1
wrap_kNN	bank.arff	3	2.251	1
MI_rank	bank.arff	3	0.198	0.999401738018166
random_cols	bank.arff	3	0	0.998601670311215
random_cols	bank.arff	3	0	1
clustine_feature_select	bank.arff	3	0.205	0.998601670311215
clustine_just_compute	bank.arff	3	0.21	1
wrap_kNN	bank.arff	3	1.942	1
MI_rank	bank.arff	3	0.201	0.999401738018166
random_cols	bank.arff	3	0	0.790720450389688
random_cols	bank.arff	3	0	0.999201407979853
clustine_feature_select	bank.arff	3	0.215	0.998601670311215
clustine_just_compute	bank.arff	3	0.214	1
wrap_kNN	bank.arff	3	1.978	1
MI_rank	bank.arff	3	0.204	0.999401738018166
random_cols	bank.arff	3	0	0.999201407979853
random_cols	bank.arff	3	0	0.790304315830566
clustine_feature_select	diabetic_data.arff	3	0.593	0.994400900144042
clustine_just_compute	diabetic_data.arff	3	0.882	0.994400900144042
wrap_kNN	diabetic_data.arff	3	5.442	0.994400900144042
MI_rank	diabetic_data.arff	3	0.839	0.994400900144042
random_cols	diabetic_data.arff	3	0	0.567147284642263
random_cols	diabetic_data.arff	3	0	0.994400900144042
clustine_feature_select	diabetic_data.arff	3	0.604	0.994400900144042
clustine_just_compute	diabetic_data.arff	3	0.615	0.994400900144042
wrap_kNN	diabetic_data.arff	3	5.013	0.994400900144042
MI_rank	diabetic_data.arff	3	0.751	0.994400900144042
random_cols	diabetic_data.arff	3	0	0.333177169649804
random_cols	diabetic_data.arff	3	0	0.958558398406773
clustine_feature_select	diabetic_data.arff	3	0.613	0.994400900144042
clustine_just_compute	diabetic_data.arff	3	0.605	0.994400900144042
wrap_kNN	diabetic_data.arff	3	5.084	0.994400900144042
MI_rank	diabetic_data.arff	3	0.765	0.994400900144042
random_cols	diabetic_data.arff	3	0	0.396222491734155
random_cols	diabetic_data.arff	3	0	0.364714408453847
