Algorithm	File	ncol	Runtime	Redundancy	F1 Score
clustine_feature_select	internet_usage.arff	3	0.206	0.07852149	0.999600043581582
clustine_deduplicate	internet_usage.arff	3	0.384	0.07852149	0.999600043581582
clustine_just_compute	internet_usage.arff	3	0.446	0.1228279	0.458875041725749
wrap_kNN	internet_usage.arff	3	16.688	0.02674427	0.999800011831744
MI_rank	internet_usage.arff	3	0.351	0.1235386	0.999600043581582
random_cols	internet_usage.arff	3	0	0.06467897	NA
random_cols	internet_usage.arff	3	0	0.01661135	NA
clustine_feature_select	internet_usage.arff	3	0.18	0.07852149	0.999600043581582
clustine_deduplicate	internet_usage.arff	3	0.398	0.07852149	0.999600043581582
clustine_just_compute	internet_usage.arff	3	0.427	0.1228279	0.48292449950258
wrap_kNN	internet_usage.arff	3	16.732	0.02674427	0.999800011831744
MI_rank	internet_usage.arff	3	0.319	0.1235386	0.999600043581582
random_cols	internet_usage.arff	3	0	0.04358832	NA
random_cols	internet_usage.arff	3	0	0.03374355	NA
clustine_feature_select	internet_usage.arff	3	0.202	0.07852149	0.999600043581582
clustine_deduplicate	internet_usage.arff	3	0.367	0.07852149	0.999600043581582
clustine_just_compute	internet_usage.arff	3	0.388	0.1228279	0.469514194277987
wrap_kNN	internet_usage.arff	3	16.803	0.02674427	0.999800011831744
MI_rank	internet_usage.arff	3	0.337	0.1235386	0.999600043581582
random_cols	internet_usage.arff	3	0.001	0.1243687	NA
random_cols	internet_usage.arff	3	0.001	0.0216389	NA
clustine_feature_select	communities.arff	3	0.106	0.3847797	1
clustine_deduplicate	communities.arff	3	0.224	0.1952348	1
clustine_just_compute	communities.arff	3	0.257	0.02999263	1
wrap_kNN	communities.arff	3	9.921	0.02999263	1
MI_rank	communities.arff	3	0.192	0.3847797	1
random_cols	communities.arff	3	0	0.04832527	0.306219881220944
random_cols	communities.arff	3	0	0.3121652	0.342246016625133
clustine_feature_select	communities.arff	3	0.148	0.3847797	1
clustine_deduplicate	communities.arff	3	0.215	0.1952348	1
clustine_just_compute	communities.arff	3	0.257	0.02999263	1
wrap_kNN	communities.arff	3	9.916	0.02999263	1
MI_rank	communities.arff	3	0.177	0.3847797	1
random_cols	communities.arff	3	0	0.2261196	0.331708706857655
random_cols	communities.arff	3	0	0.266607	0.378836406786663
clustine_feature_select	communities.arff	3	0.096	0.3847797	1
clustine_deduplicate	communities.arff	3	0.224	0.1952348	1
clustine_just_compute	communities.arff	3	0.254	0.02999263	1
wrap_kNN	communities.arff	3	9.894	0.02999263	1
MI_rank	communities.arff	3	0.181	0.3847797	1
random_cols	communities.arff	3	0	0.04500761	0.346079732340732
random_cols	communities.arff	3	0	0.2688507	0.341415130945044
clustine_feature_select	magic.arff	3	0.096	0.5193202	0.869184276368227
clustine_deduplicate	magic.arff	3	0.127	0	0.44815625525635
clustine_just_compute	magic.arff	3	0.158	0.7301609	0.515897219942222
wrap_kNN	magic.arff	3	2.744	0.1725999	0.973516059241452
MI_rank	magic.arff	3	0.123	0.1917461	0.910372733941628
random_cols	magic.arff	3	0	0.07772484	0.51474141786243
random_cols	magic.arff	3	0	0.0837417	0.462655915232936
clustine_feature_select	magic.arff	3	0.101	0.5193202	0.868612382828852
clustine_deduplicate	magic.arff	3	0.12	0	0.450177270329431
clustine_just_compute	magic.arff	3	0.117	0.7301609	0.517028277907196
wrap_kNN	magic.arff	3	2.702	0.1725999	0.973312067510268
MI_rank	magic.arff	3	0.13	0.1917461	0.909772641399146
random_cols	magic.arff	3	0	0.3026374	0.51141367608798
random_cols	magic.arff	3	0	0.03789255	0.545286081304966
clustine_feature_select	magic.arff	3	0.105	0.5193202	0.869674290142527
clustine_deduplicate	magic.arff	3	0.168	0	0.448910116599049
clustine_just_compute	magic.arff	3	0.115	0.7301609	0.51310080886791
wrap_kNN	magic.arff	3	2.703	0.1725999	0.972711969996997
MI_rank	magic.arff	3	0.121	0.1917461	0.909743777726807
random_cols	magic.arff	3	0	0.3312507	0.946039038601934
random_cols	magic.arff	3	0	0.23908	0.610245261778963
clustine_feature_select	pendigits.arff	3	0.076	0.1501482	0.865498426907132
clustine_deduplicate	pendigits.arff	3	0.081	0.1643219	0.697815946841377
clustine_just_compute	pendigits.arff	3	0.086	0.234112	0.634008257417553
wrap_kNN	pendigits.arff	3	6.512	0.2747255	0.919957736414236
MI_rank	pendigits.arff	3	0.086	0.7594165	0.846449831245912
random_cols	pendigits.arff	3	0	0.4614509	0.884885415179322
random_cols	pendigits.arff	3	0	0.5468509	0.867239091782222
clustine_feature_select	pendigits.arff	3	0.054	0.1501482	0.864890789136196
clustine_deduplicate	pendigits.arff	3	0.068	0.1643219	0.696076587297185
clustine_just_compute	pendigits.arff	3	0.071	0.234112	0.62637054990017
wrap_kNN	pendigits.arff	3	6.299	0.2747255	0.920576890318306
MI_rank	pendigits.arff	3	0.085	0.7594165	0.84541028372182
random_cols	pendigits.arff	3	0	0.2013777	0.814127845752758
random_cols	pendigits.arff	3	0	0.09727947	0.810204554469055
clustine_feature_select	pendigits.arff	3	0.062	0.1501482	0.864092240229209
clustine_deduplicate	pendigits.arff	3	0.072	0.1643219	0.694453181633406
clustine_just_compute	pendigits.arff	3	0.067	0.234112	0.63158180315262
wrap_kNN	pendigits.arff	3	6.295	0.2747255	0.920566385548439
MI_rank	pendigits.arff	3	0.092	0.7594165	0.843443708637965
random_cols	pendigits.arff	3	0	0.3773698	0.691766072738249
random_cols	pendigits.arff	3	0	0.2324034	0.877659627950578
clustine_feature_select	adult.arff	3	0.188	0.05212256	0.999800049837688
clustine_deduplicate	adult.arff	3	0.159	0.04319463	0.999800049837688
clustine_just_compute	adult.arff	3	0.166	0.05212256	0.999800049837688
wrap_kNN	adult.arff	3	1.364	0.05212256	0.999800049837688
MI_rank	adult.arff	3	0.148	0.05212256	0.999800049837688
random_cols	adult.arff	3	0.001	0.03253633	0.998598417520386
random_cols	adult.arff	3	0	0.03253633	0.998598417520386
clustine_feature_select	adult.arff	3	0.137	0.05212256	0.999800049837688
clustine_deduplicate	adult.arff	3	0.16	0.04319463	0.999800049837688
clustine_just_compute	adult.arff	3	0.203	0.05212256	0.999800049837688
wrap_kNN	adult.arff	3	1.35	0.05212256	0.999800049837688
MI_rank	adult.arff	3	0.13	0.05212256	0.999800049837688
random_cols	adult.arff	3	0.001	0.03253633	0.998598417520386
random_cols	adult.arff	3	0	0.05568803	0.34697309634522
clustine_feature_select	adult.arff	3	0.14	0.05212256	0.999800049837688
clustine_deduplicate	adult.arff	3	0.159	0.04319463	0.999800049837688
clustine_just_compute	adult.arff	3	0.161	0.05212256	0.999800049837688
wrap_kNN	adult.arff	3	1.354	0.05212256	0.999800049837688
MI_rank	adult.arff	3	0.133	0.05212256	0.999800049837688
random_cols	adult.arff	3	0	0.05541888	0.998598417520386
random_cols	adult.arff	3	0	0.0580749	0.357035452662042
clustine_feature_select	musk.arff	3	0.378	0.3975447	0.828095647652908
clustine_deduplicate	musk.arff	3	1.425	0.3877524	0.860982827186711
clustine_just_compute	musk.arff	3	1.459	0.3061438	0.924933003258067
wrap_kNN	musk.arff	3	57.395	0.266478	0.98938312152117
MI_rank	musk.arff	3	0.725	0.4314639	0.87461639793528
random_cols	musk.arff	3	0	0.2237783	0.973360825434674
random_cols	musk.arff	3	0	0.2121434	0.941290482116632
clustine_feature_select	musk.arff	3	0.316	0.3975447	0.827920845762387
clustine_deduplicate	musk.arff	3	1.387	0.3877524	0.861062154797769
clustine_just_compute	musk.arff	3	1.508	0.3061438	0.923488303470132
wrap_kNN	musk.arff	3	57.203	0.266478	0.989185172299887
MI_rank	musk.arff	3	0.72	0.4314639	0.873437729949291
random_cols	musk.arff	3	0	0.2368773	0.883999086030596
random_cols	musk.arff	3	0	0.06913634	0.886514313495556
clustine_feature_select	musk.arff	3	0.316	0.3975447	0.827460172211692
clustine_deduplicate	musk.arff	3	1.394	0.3877524	0.860477631044986
clustine_just_compute	musk.arff	3	1.452	0.3061438	0.924729734131232
wrap_kNN	musk.arff	3	57.322	0.266478	0.989185994890176
MI_rank	musk.arff	3	0.764	0.4314639	0.874429569555824
random_cols	musk.arff	3	0	0.1948053	0.844866144769883
random_cols	musk.arff	3	0	0.299405	0.916808923456279
clustine_feature_select	bank.arff	3	0.254	0.04133052	0.997804207623957
clustine_deduplicate	bank.arff	3	0.223	0	0.999212594726895
clustine_just_compute	bank.arff	3	0.232	0.03713512	0.999212594726895
wrap_kNN	bank.arff	3	1.969	0.03713512	0.999212594726895
MI_rank	bank.arff	3	0.201	0.04165869	0.999012713137051
random_cols	bank.arff	3	0	0.03554709	0.999012713137051
random_cols	bank.arff	3	0	0.09242202	0.781877980267536
clustine_feature_select	bank.arff	3	0.203	0.04133052	0.997804207623957
clustine_deduplicate	bank.arff	3	0.288	0	0.999212594726895
clustine_just_compute	bank.arff	3	0.219	0.03713512	0.999212594726895
wrap_kNN	bank.arff	3	1.936	0.03713512	0.999212594726895
MI_rank	bank.arff	3	0.201	0.04165869	0.999012713137051
random_cols	bank.arff	3	0	0.002379935	0.782296857603705
random_cols	bank.arff	3	0.001	0.1583095	0.999012713137051
clustine_feature_select	bank.arff	3	0.211	0.04133052	0.997804207623957
clustine_deduplicate	bank.arff	3	0.231	0	0.999212594726895
clustine_just_compute	bank.arff	3	0.231	0.03713512	0.999212594726895
wrap_kNN	bank.arff	3	2.037	0.03713512	0.999212594726895
MI_rank	bank.arff	3	0.209	0.04165869	0.999012713137051
random_cols	bank.arff	3	0	0.02770663	0.786417724087013
random_cols	bank.arff	3	0	0.04023605	0.998006339280334
clustine_feature_select	diabetic_data.arff	3	0.678	0.3346746	0.993997679400392
clustine_deduplicate	diabetic_data.arff	3	0.794	0	0.958176729420165
clustine_just_compute	diabetic_data.arff	3	0.73	0.2273725	0.993997679400392
wrap_kNN	diabetic_data.arff	3	5.062	0.2273725	0.993997679400392
MI_rank	diabetic_data.arff	3	0.791	0.3346746	0.993997679400392
random_cols	diabetic_data.arff	3	0	0.1355777	0.958176729420165
random_cols	diabetic_data.arff	3	0	0.03246647	0.600440245044912
clustine_feature_select	diabetic_data.arff	3	0.619	0.3346746	0.993997679400392
clustine_deduplicate	diabetic_data.arff	3	0.722	0	0.958176729420165
clustine_just_compute	diabetic_data.arff	3	0.756	0.2273725	0.993997679400392
wrap_kNN	diabetic_data.arff	3	5.056	0.2273725	0.993997679400392
MI_rank	diabetic_data.arff	3	0.774	0.3346746	0.993997679400392
random_cols	diabetic_data.arff	3	0	0.081134	0.958176729420165
random_cols	diabetic_data.arff	3	0	0.0601262	0.343194624963832
clustine_feature_select	diabetic_data.arff	3	0.689	0.3346746	0.993997679400392
clustine_deduplicate	diabetic_data.arff	3	0.82	0	0.958176729420165
clustine_just_compute	diabetic_data.arff	3	0.818	0.2273725	0.993997679400392
wrap_kNN	diabetic_data.arff	3	5.086	0.2273725	0.993997679400392
MI_rank	diabetic_data.arff	3	0.776	0.3346746	0.993997679400392
random_cols	diabetic_data.arff	3	0	0.03244644	0.601673597995095
random_cols	diabetic_data.arff	3	0	0.07809495	0.330531522750595
