Algorithm	File	ncol	Runtime	Redundancy	F1 Score
wrap_kNN	internet_usage.arff	3	17.153	0.01124608	0.999193380984182
MI_rank	internet_usage.arff	3	0.426	0.1235386	0.999193380984182
random_cols	internet_usage.arff	3	0	0.01232747	0.44950573787756
random_cols	internet_usage.arff	3	0	0.02709615	0.472055905584953
clustine_feature_select	internet_usage.arff	3	0.176	0.07852149	0.999193380984182
clustine_deduplicate	internet_usage.arff	3	0.395	0.07852149	0.999193380984182
clustine_just_compute	internet_usage.arff	3	0.216	0.1228279	0.46805193910798
wrap_kNN	internet_usage.arff	3	17.192	0.01124608	0.999193380984182
MI_rank	internet_usage.arff	3	0.355	0.1235386	0.999193380984182
random_cols	internet_usage.arff	3	0	0.0316526	NA
random_cols	internet_usage.arff	3	0	0.02385854	NA
clustine_feature_select	internet_usage.arff	3	0.178	0.07852149	0.999193380984182
clustine_deduplicate	internet_usage.arff	3	0.393	0.07852149	0.999193380984182
clustine_just_compute	internet_usage.arff	3	0.209	0.1228279	0.465241928033935
wrap_kNN	internet_usage.arff	3	17.04	0.01124608	0.999193380984182
MI_rank	internet_usage.arff	3	0.372	0.1235386	0.999193380984182
random_cols	internet_usage.arff	3	0	0.08040669	NA
random_cols	internet_usage.arff	3	0	0.01813949	NA
clustine_feature_select	communities.arff	3	0.098	0.3847797	1
clustine_deduplicate	communities.arff	3	0.231	0.1952348	1
clustine_just_compute	communities.arff	3	0.156	0.02999263	1
wrap_kNN	communities.arff	3	10.076	0.02999263	1
MI_rank	communities.arff	3	0.214	0.3847797	1
random_cols	communities.arff	3	0.001	0.3796338	0.423608360973898
random_cols	communities.arff	3	0	0.1939596	0.358969897010927
clustine_feature_select	communities.arff	3	0.111	0.3847797	1
clustine_deduplicate	communities.arff	3	0.224	0.1952348	1
clustine_just_compute	communities.arff	3	0.155	0.02999263	1
wrap_kNN	communities.arff	3	10.197	0.02999263	1
MI_rank	communities.arff	3	0.196	0.3847797	1
random_cols	communities.arff	3	0	0.3964423	0.404761932836394
random_cols	communities.arff	3	0	0.03474667	0.40041719002707
clustine_feature_select	communities.arff	3	0.127	0.3847797	1
clustine_deduplicate	communities.arff	3	0.226	0.1952348	1
clustine_just_compute	communities.arff	3	0.146	0.02999263	1
wrap_kNN	communities.arff	3	10.207	0.02999263	1
MI_rank	communities.arff	3	0.201	0.3847797	1
random_cols	communities.arff	3	0	0.1607046	0.377403378842514
random_cols	communities.arff	3	0	0.2979753	0.381282410740832
clustine_feature_select	magic.arff	3	0.127	0.5193202	0.861324440563668
clustine_deduplicate	magic.arff	3	0.132	0	0.45389759029479
clustine_just_compute	magic.arff	3	0.114	0.7301609	0.51321212097215
wrap_kNN	magic.arff	3	2.832	0.1725999	0.969098222297923
MI_rank	magic.arff	3	0.147	0.1917461	0.909814580824162
random_cols	magic.arff	3	0	0.3706093	0.593759643000496
random_cols	magic.arff	3	0	0.7224437	0.470385079017354
clustine_feature_select	magic.arff	3	0.115	0.5193202	0.859213954361865
clustine_deduplicate	magic.arff	3	0.175	0	0.449038932397267
clustine_just_compute	magic.arff	3	0.113	0.7301609	0.512349924390513
wrap_kNN	magic.arff	3	2.866	0.1725999	0.96908498612754
MI_rank	magic.arff	3	0.137	0.1917461	0.909803734829826
random_cols	magic.arff	3	0	0.1344109	0.560993040729876
random_cols	magic.arff	3	0	0.3556203	0.594655295654787
clustine_feature_select	magic.arff	3	0.136	0.5193202	0.86023217910254
clustine_deduplicate	magic.arff	3	0.142	0	0.4454193021352
clustine_just_compute	magic.arff	3	0.127	0.7301609	0.51545002557133
wrap_kNN	magic.arff	3	2.812	0.1725999	0.969285029277075
MI_rank	magic.arff	3	0.132	0.1917461	0.909798437326774
random_cols	magic.arff	3	0	0.3562857	0.561265853847872
random_cols	magic.arff	3	0	0.2106166	0.449073996492397
clustine_feature_select	pendigits.arff	3	0.056	0.1501482	0.871315124345061
clustine_deduplicate	pendigits.arff	3	0.072	0.1643219	0.678575862428084
clustine_just_compute	pendigits.arff	3	0.06	0.234112	0.645782585416628
wrap_kNN	pendigits.arff	3	6.546	0.2747255	0.920733253954068
MI_rank	pendigits.arff	3	0.088	0.7594165	0.850887368427564
random_cols	pendigits.arff	3	0	0.1966102	0.716820531423761
random_cols	pendigits.arff	3	0	0.2554511	0.82913907030487
clustine_feature_select	pendigits.arff	3	0.059	0.1501482	0.871527618212185
clustine_deduplicate	pendigits.arff	3	0.064	0.1643219	0.679549284855885
clustine_just_compute	pendigits.arff	3	0.065	0.234112	0.645314568964976
wrap_kNN	pendigits.arff	3	6.507	0.2747255	0.920149956337839
MI_rank	pendigits.arff	3	0.093	0.7594165	0.851781143304508
random_cols	pendigits.arff	3	0	0.7545086	0.845527459214239
random_cols	pendigits.arff	3	0	0.3054341	0.813768445548883
clustine_feature_select	pendigits.arff	3	0.072	0.1501482	0.871296868817691
clustine_deduplicate	pendigits.arff	3	0.071	0.1643219	0.679619306700128
clustine_just_compute	pendigits.arff	3	0.062	0.234112	0.641994793818363
wrap_kNN	pendigits.arff	3	6.345	0.2747255	0.921548178952452
MI_rank	pendigits.arff	3	0.094	0.7594165	0.851661384476504
random_cols	pendigits.arff	3	0	0.5343619	0.778139017992252
random_cols	pendigits.arff	3	0	0.3054341	0.813342718188048
clustine_feature_select	adult.arff	3	0.164	0.05212256	0.998999546670637
clustine_deduplicate	adult.arff	3	0.173	0.04319463	0.998799678954008
clustine_just_compute	adult.arff	3	0.164	0.05212256	0.998999546670637
wrap_kNN	adult.arff	3	1.36	0.04822404	0.999000631492451
MI_rank	adult.arff	3	0.135	0.05212256	0.998999546670637
random_cols	adult.arff	3	0.001	0.07805604	NA
random_cols	adult.arff	3	0	0.07894393	0.360490750727874
clustine_feature_select	adult.arff	3	0.15	0.05212256	0.998999546670637
clustine_deduplicate	adult.arff	3	0.17	0.04319463	0.998799678954008
clustine_just_compute	adult.arff	3	0.157	0.05212256	0.998999546670637
wrap_kNN	adult.arff	3	1.359	0.04822404	0.999000631492451
MI_rank	adult.arff	3	0.132	0.05212256	0.998999546670637
random_cols	adult.arff	3	0	0.0602622	0.357200620861033
random_cols	adult.arff	3	0	0.08446854	0.354745520196015
clustine_feature_select	adult.arff	3	0.153	0.05212256	0.998999546670637
clustine_deduplicate	adult.arff	3	0.178	0.04319463	0.998799678954008
clustine_just_compute	adult.arff	3	0.158	0.05212256	0.998999546670637
wrap_kNN	adult.arff	3	1.381	0.04822404	0.999000631492451
MI_rank	adult.arff	3	0.154	0.05212256	0.998999546670637
random_cols	adult.arff	3	0	0.0602622	0.347413811320715
random_cols	adult.arff	3	0	0.05212256	0.998999546670637
clustine_feature_select	musk.arff	3	0.446	0.475384	0.900995373707601
clustine_deduplicate	musk.arff	3	1.398	0.2622045	0.881112511429578
clustine_just_compute	musk.arff	3	0.486	0.3061438	0.933337731241843
wrap_kNN	musk.arff	3	57.525	0.1692838	0.996199605222998
MI_rank	musk.arff	3	0.787	0.4314639	0.916794781382942
random_cols	musk.arff	3	0	0.2249551	0.914747885703806
random_cols	musk.arff	3	0	0.2195682	0.920098552966197
clustine_feature_select	musk.arff	3	0.341	0.475384	0.900836258211321
clustine_deduplicate	musk.arff	3	1.379	0.2622045	0.879900720943015
clustine_just_compute	musk.arff	3	0.485	0.3061438	0.933550261174672
wrap_kNN	musk.arff	3	57.471	0.1692838	0.996199605222998
MI_rank	musk.arff	3	0.858	0.4314639	0.916624570226064
random_cols	musk.arff	3	0	0.4077569	0.915332998930524
random_cols	musk.arff	3	0	0.3300887	0.948458442648202
clustine_feature_select	musk.arff	3	0.348	0.475384	0.901443485752715
clustine_deduplicate	musk.arff	3	1.392	0.2622045	0.879283730871598
clustine_just_compute	musk.arff	3	0.467	0.3061438	0.932744766946621
wrap_kNN	musk.arff	3	57.52	0.1692838	0.996199605222998
MI_rank	musk.arff	3	0.8	0.4314639	0.917022700723244
random_cols	musk.arff	3	0	0.1908983	0.954249153171837
random_cols	musk.arff	3	0	0.03635209	0.953950488427831
clustine_feature_select	bank.arff	3	0.233	0.04133052	0.997509520877529
clustine_deduplicate	bank.arff	3	0.252	0	0.999111962833914
clustine_just_compute	bank.arff	3	0.22	0.03713512	0.999111962833914
wrap_kNN	bank.arff	3	2.006	0.02136907	0.999111962833914
MI_rank	bank.arff	3	0.214	0.04165869	0.998511391039205
random_cols	bank.arff	3	0	0.1147207	0.79799785462756
random_cols	bank.arff	3	0	0.009990404	0.798404193773541
clustine_feature_select	bank.arff	3	0.212	0.04133052	0.997509520877529
clustine_deduplicate	bank.arff	3	0.251	0	0.999111962833914
clustine_just_compute	bank.arff	3	0.219	0.03713512	0.999111962833914
wrap_kNN	bank.arff	3	2.039	0.02136907	0.999111962833914
MI_rank	bank.arff	3	0.213	0.04165869	0.998511391039205
random_cols	bank.arff	3	0	0.02770663	0.796274936866553
random_cols	bank.arff	3	0	0.04165869	0.998511391039205
clustine_feature_select	bank.arff	3	0.224	0.04133052	0.997509520877529
clustine_deduplicate	bank.arff	3	0.276	0	0.999111962833914
clustine_just_compute	bank.arff	3	0.221	0.03713512	0.999111962833914
wrap_kNN	bank.arff	3	2.029	0.02136907	0.999111962833914
MI_rank	bank.arff	3	0.213	0.04165869	0.998511391039205
random_cols	bank.arff	3	0	0.04165869	0.998511391039205
random_cols	bank.arff	3	0	0.082352	0.795538109772496
clustine_feature_select	diabetic_data.arff	3	0.617	0.3346746	0.994799708338171
clustine_deduplicate	diabetic_data.arff	3	0.77	0	0.962166206186311
clustine_just_compute	diabetic_data.arff	3	0.616	0.2273725	0.994799708338171
wrap_kNN	diabetic_data.arff	3	5.226	0.2273725	0.994799708338171
MI_rank	diabetic_data.arff	3	0.795	0.3346746	0.994799708338171
random_cols	diabetic_data.arff	3	0	0.3159493	0.349356938334754
random_cols	diabetic_data.arff	3	0	0.02551271	0.360747712231011
clustine_feature_select	diabetic_data.arff	3	0.616	0.3346746	0.994799708338171
clustine_deduplicate	diabetic_data.arff	3	0.756	0	0.962166206186311
clustine_just_compute	diabetic_data.arff	3	0.62	0.2273725	0.994799708338171
wrap_kNN	diabetic_data.arff	3	5.104	0.2273725	0.994799708338171
MI_rank	diabetic_data.arff	3	0.804	0.3346746	0.994799708338171
random_cols	diabetic_data.arff	3	0	0.1209218	NA
random_cols	diabetic_data.arff	3	0	0.1251067	0.962166206186311
clustine_feature_select	diabetic_data.arff	3	0.609	0.3346746	0.994799708338171
clustine_deduplicate	diabetic_data.arff	3	0.865	0	0.962166206186311
clustine_just_compute	diabetic_data.arff	3	0.625	0.2273725	0.994799708338171
wrap_kNN	diabetic_data.arff	3	5.091	0.2273725	0.994799708338171
MI_rank	diabetic_data.arff	3	0.799	0.3346746	0.994799708338171
random_cols	diabetic_data.arff	3	0	0.1437679	0.327292594996299
random_cols	diabetic_data.arff	3	0	0.06248762	NA
