Algorithm	File	ncol	Runtime	Redundancy	F1 Score
clustine_feature_select	liver.arff	3	0.012	0.1525262	0.793320723682158
clustine_deduplicate	liver.arff	3	0.016	0.1460565	0.615153521739286
clustine_just_compute	liver.arff	3	0.013	0.08933522	0.636730783917158
wrap_kNN	liver.arff	3	0.113	0.1754801	0.883836302006171
MI_rank	liver.arff	3	0.006	0.1754801	0.881556223441901
random_cols	liver.arff	3	0.001	0.2375944	0.657193776676957
random_cols	liver.arff	3	0	0.4087035	0.687899380179234
all_cols	shape.arff	3	0	0.28326	0.95605783711334
clustine_feature_select	shape.arff	3	0.019	0.27497	0.92486617396141
clustine_deduplicate	shape.arff	3	0.022	0.2749148	0.894373499330805
clustine_just_compute	shape.arff	3	0.02	0.3359256	0.820911846947546
wrap_kNN	shape.arff	3	0.282	0.3139595	0.936067169405455
MI_rank	shape.arff	3	0.017	0.3531564	0.908928852934955
random_cols	shape.arff	3	0	0.2406429	0.873473778280155
random_cols	shape.arff	3	0.001	0.1623034	0.867007676961875
all_cols	shape.arff	3	0	0.28326	0.95605783711334
clustine_feature_select	shape.arff	3	0.017	0.27497	0.926677274989844
clustine_deduplicate	shape.arff	3	0.019	0.2749148	0.894029731256774
clustine_just_compute	shape.arff	3	0.019	0.3359256	0.820911846947546
wrap_kNN	shape.arff	3	0.289	0.1931879	0.928853078671627
MI_rank	shape.arff	3	0.027	0.3531564	0.908792493405806
random_cols	shape.arff	3	0	0.1623034	0.867007676961875
random_cols	shape.arff	3	0	0.3013777	0.817072334421948
all_cols	shape.arff	3	0	0.28326	0.95605783711334
clustine_feature_select	shape.arff	3	0.021	0.27497	0.9203267002772
clustine_deduplicate	shape.arff	3	0.026	0.2749148	0.894887968646458
clustine_just_compute	shape.arff	3	0.02	0.3359256	0.814957226854995
wrap_kNN	shape.arff	3	0.287	0.3139595	0.929841679209376
MI_rank	shape.arff	3	0.024	0.3531564	0.908792493405806
random_cols	shape.arff	3	0	0.2304207	0.82066020639774
random_cols	shape.arff	3	0	0.1418167	0.85867617990804
all_cols	diabetes.arff	3	0	0.1716568	0.930165777353811
clustine_feature_select	diabetes.arff	3	0.013	0.1411101	0.760381148235747
clustine_deduplicate	diabetes.arff	3	0.02	0.2635143	0.690903495384298
clustine_just_compute	diabetes.arff	3	0.014	0.1411101	0.761925387039185
wrap_kNN	diabetes.arff	3	0.245	0.2200129	0.800639797017566
MI_rank	diabetes.arff	3	0.012	0.3083837	0.688667718310002
random_cols	diabetes.arff	3	0	0.2751559	0.607339440485911
random_cols	diabetes.arff	3	0	0.09737607	0.687041942729913
all_cols	diabetes.arff	3	0	0.1716568	0.927520217008655
clustine_feature_select	diabetes.arff	3	0.019	0.1411101	0.761786352244911
clustine_deduplicate	diabetes.arff	3	0.019	0.2635143	0.691340927921328
clustine_just_compute	diabetes.arff	3	0.015	0.1411101	0.765015446494838
wrap_kNN	diabetes.arff	3	0.283	0.2200129	0.795011736885603
MI_rank	diabetes.arff	3	0.012	0.3083837	0.681325070623278
random_cols	diabetes.arff	3	0	0.2939163	0.57187798759658
random_cols	diabetes.arff	3	0	0.2500957	0.58616532792661
all_cols	diabetes.arff	3	0	0.1716568	0.930090374361244
clustine_feature_select	diabetes.arff	3	0.017	0.1411101	0.75885157798096
clustine_deduplicate	diabetes.arff	3	0.018	0.2635143	0.687760779578048
clustine_just_compute	diabetes.arff	3	0.015	0.1411101	0.760058875080809
wrap_kNN	diabetes.arff	3	0.245	0.2200129	0.800492014664204
MI_rank	diabetes.arff	3	0.014	0.3083837	0.684371165512279
random_cols	diabetes.arff	3	0	0.1050898	0.54976153944672
random_cols	diabetes.arff	3	0	0.1895326	0.606703887736373
all_cols	vowel.arff	3	0	0.2327898	0.962904933334386
clustine_feature_select	vowel.arff	3	0.014	0.1452216	0.832953446729808
clustine_deduplicate	vowel.arff	3	0.021	0.3115126	0.748783145740285
clustine_just_compute	vowel.arff	3	0.021	0.2591497	0.732008845242928
wrap_kNN	vowel.arff	3	0.345	0.1002281	0.85168523135829
MI_rank	vowel.arff	3	0.022	0.2524936	0.797056081768683
random_cols	vowel.arff	3	0	0.2790237	0.800795526490626
random_cols	vowel.arff	3	0	0.361563	0.735643096210643
all_cols	vowel.arff	3	0	0.2327898	0.962916274549929
clustine_feature_select	vowel.arff	3	0.02	0.1452216	0.827883538846519
clustine_deduplicate	vowel.arff	3	0.024	0.3115126	0.749868598645245
clustine_just_compute	vowel.arff	3	0.018	0.2591497	0.725292962729944
wrap_kNN	vowel.arff	3	0.327	0.0797993	0.840942167046068
MI_rank	vowel.arff	3	0.021	0.2524936	0.799816393528131
random_cols	vowel.arff	3	0	0.1695549	0.78673344795125
random_cols	vowel.arff	3	0	0.3115126	0.75189513078623
all_cols	vowel.arff	3	0	0.2327898	0.961872886955704
clustine_feature_select	vowel.arff	3	0.018	0.1452216	0.829994561755391
clustine_deduplicate	vowel.arff	3	0.027	0.3115126	0.748731860028648
clustine_just_compute	vowel.arff	3	0.016	0.2591497	0.721069234104377
wrap_kNN	vowel.arff	3	0.387	0.0797993	0.84720025841849
MI_rank	vowel.arff	3	0.021	0.2524936	0.795981304362854
random_cols	vowel.arff	3	0	0.1955	0.756265882172154
random_cols	vowel.arff	3	0	0.1725608	0.824450673513415
all_cols	breast.arff	3	0	0.2905861	0.878986258042322
clustine_feature_select	breast.arff	3	0.03	0.6811728	0.825566148987596
clustine_deduplicate	breast.arff	3	0.037	0.5143359	0.812796318905377
clustine_just_compute	breast.arff	3	0.033	0.2509498	0.548800094807131
wrap_kNN	breast.arff	3	0.591	0.5806639	0.861651588969551
MI_rank	breast.arff	3	0.039	0.9931622	0.691334140584827
random_cols	breast.arff	3	0	0.128119	0.470082728177157
random_cols	breast.arff	3	0	0.4311662	0.743487459900003
all_cols	breast.arff	3	0	0.2905861	0.877472479836852
clustine_feature_select	breast.arff	3	0.037	0.6811728	0.835850434457876
clustine_deduplicate	breast.arff	3	0.036	0.5143359	0.802795900644089
clustine_just_compute	breast.arff	3	0.029	0.2509498	0.546481005575583
wrap_kNN	breast.arff	3	0.578	0.3442152	0.864284952133578
MI_rank	breast.arff	3	0.033	0.9931622	0.694028691997327
random_cols	breast.arff	3	0	0.25333	0.419520694198355
random_cols	breast.arff	3	0	0.3912519	0.855591010886687
all_cols	breast.arff	3	0	0.2905861	0.877602394293962
clustine_feature_select	breast.arff	3	0.032	0.6811728	0.835842552307478
clustine_deduplicate	breast.arff	3	0.033	0.5143359	0.803151319348654
clustine_just_compute	breast.arff	3	0.03	0.2509498	0.542918602836709
wrap_kNN	breast.arff	3	0.568	0.3442152	0.848475888993014
MI_rank	breast.arff	3	0.043	0.9931622	0.691334140584827
random_cols	breast.arff	3	0	0.0745572	0.679593273521885
random_cols	breast.arff	3	0	0.2522665	0.810539003531605
all_cols	letrec.arff	3	0	0.1828959	0.922381932586869
clustine_feature_select	letrec.arff	3	0.17	0.08050271	0.728087830385598
clustine_deduplicate	letrec.arff	3	0.158	0.08050271	0.730826023406147
clustine_just_compute	letrec.arff	3	0.161	0.7604062	0.647584646703078
wrap_kNN	letrec.arff	3	12.031	0.03077161	0.755956928141186
MI_rank	letrec.arff	3	0.203	0.7512545	0.594720748229971
random_cols	letrec.arff	3	0	0.148761	0.527398137015848
random_cols	letrec.arff	3	0	0.1280378	0.692804484246992
all_cols	letrec.arff	3	0	0.1828959	0.922993146637575
clustine_feature_select	letrec.arff	3	0.137	0.08050271	0.726166282149993
clustine_deduplicate	letrec.arff	3	0.155	0.08050271	0.729634586704099
clustine_just_compute	letrec.arff	3	0.157	0.7604062	0.644043564412714
wrap_kNN	letrec.arff	3	11.971	0.03077161	0.767483086884339
MI_rank	letrec.arff	3	0.2	0.7512545	0.609080074680075
random_cols	letrec.arff	3	0	0.144334	0.508269297749498
random_cols	letrec.arff	3	0	0.1132292	0.573988795909192
all_cols	letrec.arff	3	0	0.1828959	0.921970685439328
clustine_feature_select	letrec.arff	3	0.136	0.08050271	0.726931844409737
clustine_deduplicate	letrec.arff	3	0.17	0.08050271	0.728893127276166
clustine_just_compute	letrec.arff	3	0.164	0.7604062	0.639347736658951
wrap_kNN	letrec.arff	3	12.068	0.03077161	0.759994725975615
MI_rank	letrec.arff	3	0.214	0.7512545	0.601044626807477
random_cols	letrec.arff	3	0	0.08007631	0.562357784605839
random_cols	letrec.arff	3	0	0.2430995	0.723979939315652
all_cols	insurance.arff	3	0	0.06947067	0.976829346357419
clustine_feature_select	insurance.arff	3	0.154	0.381441	0.943874450533378
clustine_deduplicate	insurance.arff	3	0.415	0.2356218	0.869108377027758
clustine_just_compute	insurance.arff	3	0.397	0.02360682	0.810499538600543
wrap_kNN	insurance.arff	3	39.341	0.3132735	0.971820527608913
MI_rank	insurance.arff	3	0.302	0.6989388	0.794290665279908
random_cols	insurance.arff	3	0	0.050348	0.423917135803981
random_cols	insurance.arff	3	0	0.03116556	0.386573066413319
all_cols	insurance.arff	3	0	0.06947067	0.976625153231226
clustine_feature_select	insurance.arff	3	0.149	0.381441	0.939110832468411
clustine_deduplicate	insurance.arff	3	0.388	0.2356218	0.868200149518976
clustine_just_compute	insurance.arff	3	0.445	0.02360682	0.817565644653186
wrap_kNN	insurance.arff	3	39.375	0.3132735	0.972021551628163
MI_rank	insurance.arff	3	0.3	0.6989388	0.8044378995806
random_cols	insurance.arff	3	0	0.05560374	0.382497502434341
random_cols	insurance.arff	3	0	0.0151956	NA
all_cols	insurance.arff	3	0	0.06947067	0.976826668545009
clustine_feature_select	insurance.arff	3	0.149	0.381441	0.941378482255508
clustine_deduplicate	insurance.arff	3	0.394	0.2356218	0.869950656507274
clustine_just_compute	insurance.arff	3	0.403	0.02360682	0.816691178694635
wrap_kNN	insurance.arff	3	39.325	0.3132735	0.970991630055402
MI_rank	insurance.arff	3	0.304	0.6989388	0.800624715221517
random_cols	insurance.arff	3	0	0.07077453	0.381586002625407
random_cols	insurance.arff	3	0	0.01961034	NA
all_cols	internet_usage.arff	3	0	0.03669436	0.997798978805232
clustine_feature_select	internet_usage.arff	3	0.154	0.07852149	0.999399032408379
clustine_deduplicate	internet_usage.arff	3	0.347	0.07852149	0.999399032408379
clustine_just_compute	internet_usage.arff	3	0.4	0.1228279	0.471554452853588
wrap_kNN	internet_usage.arff	3	16.314	0.009695577	0.9995990032378
MI_rank	internet_usage.arff	3	0.303	0.1235386	0.999399032408379
random_cols	internet_usage.arff	3	0	0.06334654	0.47593859231789
random_cols	internet_usage.arff	3	0	0.02804945	0.472945598233264
all_cols	internet_usage.arff	3	0	0.03669436	0.997798978805232
clustine_feature_select	internet_usage.arff	3	0.142	0.07852149	0.999399032408379
clustine_deduplicate	internet_usage.arff	3	0.357	0.07852149	0.999399032408379
clustine_just_compute	internet_usage.arff	3	0.412	0.1228279	0.471394858527807
wrap_kNN	internet_usage.arff	3	16.307	0.009695577	0.9995990032378
MI_rank	internet_usage.arff	3	0.287	0.1235386	0.999399032408379
random_cols	internet_usage.arff	3	0	0.02464415	NA
random_cols	internet_usage.arff	3	0	0.02896065	NA
all_cols	internet_usage.arff	3	0	0.03669436	0.997798978805232
clustine_feature_select	internet_usage.arff	3	0.195	0.07852149	0.999399032408379
clustine_deduplicate	internet_usage.arff	3	0.344	0.07852149	0.999399032408379
clustine_just_compute	internet_usage.arff	3	0.368	0.1228279	0.472298700278412
wrap_kNN	internet_usage.arff	3	16.41	0.009695577	0.9995990032378
MI_rank	internet_usage.arff	3	0.333	0.1235386	0.999399032408379
random_cols	internet_usage.arff	3	0	0.06978576	NA
random_cols	internet_usage.arff	3	0	0.01788348	NA
all_cols	communities.arff	3	0	0.2435762	1
clustine_feature_select	communities.arff	3	0.097	0.3847797	1
clustine_deduplicate	communities.arff	3	0.204	0.1952348	1
clustine_just_compute	communities.arff	3	0.235	0.02999263	1
wrap_kNN	communities.arff	3	9.775	0.02999263	1
MI_rank	communities.arff	3	0.186	0.3847797	1
random_cols	communities.arff	3	0	0.6112065	0.355362952522498
random_cols	communities.arff	3	0	0.2005448	0.388082309484337
all_cols	communities.arff	3	0	0.2435762	1
clustine_feature_select	communities.arff	3	0.094	0.3847797	1
clustine_deduplicate	communities.arff	3	0.223	0.1952348	1
clustine_just_compute	communities.arff	3	0.254	0.02999263	1
wrap_kNN	communities.arff	3	9.695	0.02999263	1
MI_rank	communities.arff	3	0.179	0.3847797	1
random_cols	communities.arff	3	0	0.4386173	0.400465212089915
random_cols	communities.arff	3	0	0.1456974	0.349562464717361
all_cols	communities.arff	3	0	0.2435762	1
clustine_feature_select	communities.arff	3	0.096	0.3847797	1
clustine_deduplicate	communities.arff	3	0.22	0.1952348	1
clustine_just_compute	communities.arff	3	0.251	0.02999263	1
wrap_kNN	communities.arff	3	9.708	0.02999263	1
MI_rank	communities.arff	3	0.181	0.3847797	1
random_cols	communities.arff	3	0	0.5026773	0.400101689703479
random_cols	communities.arff	3	0	0.1342956	0.407361466797229
all_cols	magic.arff	3	0	0.2787806	0.968544876497746
clustine_feature_select	magic.arff	3	0.097	0.5193202	0.864837507086422
clustine_deduplicate	magic.arff	3	0.112	0	0.425705684224412
clustine_just_compute	magic.arff	3	0.105	0.7301609	0.505433292049492
wrap_kNN	magic.arff	3	2.646	0.1725999	0.96831060640564
MI_rank	magic.arff	3	0.128	0.1917461	0.905399749288634
random_cols	magic.arff	3	0	0.3554978	0.563649285730172
random_cols	magic.arff	3	0	0.1428567	0.531367024681299
all_cols	magic.arff	3	0	0.2787806	0.96874556148615
clustine_feature_select	magic.arff	3	0.095	0.5193202	0.867263387181848
clustine_deduplicate	magic.arff	3	0.117	0	0.425788599430566
clustine_just_compute	magic.arff	3	0.105	0.7301609	0.505655861175962
wrap_kNN	magic.arff	3	2.66	0.1725999	0.967699098273756
MI_rank	magic.arff	3	0.112	0.1917461	0.905007331920962
random_cols	magic.arff	3	0	0.1479518	0.889203858401803
random_cols	magic.arff	3	0	0.2745483	0.505254827070986
all_cols	magic.arff	3	0	0.2787806	0.967946049358994
clustine_feature_select	magic.arff	3	0.095	0.5193202	0.866783698783742
clustine_deduplicate	magic.arff	3	0.117	0	0.426635307245715
clustine_just_compute	magic.arff	3	0.105	0.7301609	0.506539697293147
wrap_kNN	magic.arff	3	2.605	0.1725999	0.967900113264802
MI_rank	magic.arff	3	0.131	0.1917461	0.904648587055495
random_cols	magic.arff	3	0	0.05929018	0.556109607476931
random_cols	magic.arff	3	0	0.2993021	0.510723892942759
all_cols	pendigits.arff	3	0	0.2700102	0.976194948831325
clustine_feature_select	pendigits.arff	3	0.062	0.1501482	0.867271142019299
clustine_deduplicate	pendigits.arff	3	0.142	0.1643219	0.694616094583957
clustine_just_compute	pendigits.arff	3	0.066	0.234112	0.641780267168481
wrap_kNN	pendigits.arff	3	6.206	0.2747255	0.926797215439645
MI_rank	pendigits.arff	3	0.116	0.7594165	0.847919544139525
random_cols	pendigits.arff	3	0	0.131843	0.928282240054794
random_cols	pendigits.arff	3	0	0.3756113	0.794596294573368
all_cols	pendigits.arff	3	0	0.2700102	0.976194524082221
clustine_feature_select	pendigits.arff	3	0.06	0.1501482	0.867666173226882
clustine_deduplicate	pendigits.arff	3	0.078	0.1643219	0.694082021291783
clustine_just_compute	pendigits.arff	3	0.063	0.234112	0.643172663256597
wrap_kNN	pendigits.arff	3	6.169	0.2747255	0.926978026008978
MI_rank	pendigits.arff	3	0.085	0.7594165	0.846292026935122
random_cols	pendigits.arff	3	0	0.3463476	0.727049700282642
random_cols	pendigits.arff	3	0.001	0.08474296	0.905789217162721
all_cols	pendigits.arff	3	0	0.2700102	0.976194948831325
clustine_feature_select	pendigits.arff	3	0.055	0.1501482	0.867265969661146
clustine_deduplicate	pendigits.arff	3	0.074	0.1643219	0.693226589921289
clustine_just_compute	pendigits.arff	3	0.073	0.234112	0.646309266196901
wrap_kNN	pendigits.arff	3	6.251	0.2747255	0.925804680427692
MI_rank	pendigits.arff	3	0.087	0.7594165	0.846880989169706
random_cols	pendigits.arff	3	0	0.1861045	0.770872278056228
random_cols	pendigits.arff	3	0.001	0.2305051	0.738453407713977
all_cols	adult.arff	3	0	0.06033202	0.998400162177934
clustine_feature_select	adult.arff	3	0.191	0.05212256	0.999198807204948
clustine_deduplicate	adult.arff	3	0.157	0.04319463	0.999198807204948
clustine_just_compute	adult.arff	3	0.15	0.05212256	0.999198807204948
wrap_kNN	adult.arff	3	1.347	0.05212256	0.999198807204948
MI_rank	adult.arff	3	0.13	0.05212256	0.999198807204948
random_cols	adult.arff	3	0	0.05472336	0.999198807204948
random_cols	adult.arff	3	0	0.05541888	0.998398585517544
all_cols	adult.arff	3	0	0.06033202	0.998400162177934
clustine_feature_select	adult.arff	3	0.137	0.05212256	0.999198807204948
clustine_deduplicate	adult.arff	3	0.151	0.04319463	0.999198807204948
clustine_just_compute	adult.arff	3	0.16	0.05212256	0.999198807204948
wrap_kNN	adult.arff	3	1.317	0.05212256	0.999198807204948
MI_rank	adult.arff	3	0.126	0.05212256	0.999198807204948
random_cols	adult.arff	3	0	0.07494627	0.349143253131049
random_cols	adult.arff	3	0.001	0.05472336	0.999198807204948
all_cols	adult.arff	3	0	0.06033202	0.998400162177934
clustine_feature_select	adult.arff	3	0.138	0.05212256	0.999198807204948
clustine_deduplicate	adult.arff	3	0.205	0.04319463	0.999198807204948
clustine_just_compute	adult.arff	3	0.151	0.05212256	0.999198807204948
wrap_kNN	adult.arff	3	1.291	0.05212256	0.999198807204948
MI_rank	adult.arff	3	0.121	0.05212256	0.999198807204948
random_cols	adult.arff	3	0	0.05541888	0.998398585517544
random_cols	adult.arff	3	0	0.05568803	0.364917730342823
all_cols	musk.arff	3	0	0.2691206	0.996993705600615
clustine_feature_select	musk.arff	3	0.306	0.3975447	0.828614852437812
clustine_deduplicate	musk.arff	3	1.319	0.3877524	0.868130566747384
clustine_just_compute	musk.arff	3	1.426	0.3061438	0.924036040977379
wrap_kNN	musk.arff	3	55.418	0.1692838	0.993790504433802
MI_rank	musk.arff	3	0.679	0.4314639	0.8727456393715
random_cols	musk.arff	3	0	0.2226823	0.964342224768957
random_cols	musk.arff	3	0.001	0.3591086	0.85326692400414
all_cols	musk.arff	3	0	0.2691206	0.996794181839765
clustine_feature_select	musk.arff	3	0.315	0.3975447	0.828105025544198
clustine_deduplicate	musk.arff	3	1.343	0.3877524	0.867554891599471
clustine_just_compute	musk.arff	3	1.433	0.3061438	0.923843277887062
wrap_kNN	musk.arff	3	55.514	0.1692838	0.993790504433802
MI_rank	musk.arff	3	0.692	0.4314639	0.872359102327885
random_cols	musk.arff	3	0	0.1175123	0.869867937057893
random_cols	musk.arff	3	0	0.4998633	0.867259341976292
all_cols	musk.arff	3	0	0.2691206	0.996993705600615
clustine_feature_select	musk.arff	3	0.299	0.3975447	0.828024584115588
clustine_deduplicate	musk.arff	3	1.313	0.3877524	0.86828482993074
clustine_just_compute	musk.arff	3	1.425	0.3061438	0.923031983846929
wrap_kNN	musk.arff	3	55.405	0.1692838	0.993991916409121
MI_rank	musk.arff	3	0.679	0.4314639	0.872696152148995
random_cols	musk.arff	3	0	0.517039	0.851937156379236
random_cols	musk.arff	3	0	0.331253	0.904279562145603
all_cols	bank.arff	3	0	0.0572952	0.99752048425349
clustine_feature_select	bank.arff	3	0.255	0.04133052	0.99751880854278
clustine_deduplicate	bank.arff	3	0.234	0	0.998906190736344
clustine_just_compute	bank.arff	3	0.229	0.03713512	0.998906190736344
wrap_kNN	bank.arff	3	1.948	0.03713512	0.998906190736344
MI_rank	bank.arff	3	0.201	0.04165869	0.998705889002336
random_cols	bank.arff	3	0	0.06052369	0.998906190736344
random_cols	bank.arff	3	0	0.01296797	0.778816888354988
all_cols	bank.arff	3	0	0.0572952	0.99752048425349
clustine_feature_select	bank.arff	3	0.213	0.04133052	0.99751880854278
clustine_deduplicate	bank.arff	3	0.267	0	0.998906190736344
clustine_just_compute	bank.arff	3	0.21	0.03713512	0.998906190736344
wrap_kNN	bank.arff	3	1.914	0.03713512	0.998906190736344
MI_rank	bank.arff	3	0.192	0.04165869	0.998705889002336
random_cols	bank.arff	3	0	0.01314569	0.99751880854278
random_cols	bank.arff	3	0	0.03904866	0.775719729026933
all_cols	bank.arff	3	0	0.0572952	0.99752048425349
clustine_feature_select	bank.arff	3	0.197	0.04133052	0.99751880854278
clustine_deduplicate	bank.arff	3	0.23	0	0.998906190736344
clustine_just_compute	bank.arff	3	0.267	0.03713512	0.998906190736344
wrap_kNN	bank.arff	3	1.938	0.03713512	0.998906190736344
MI_rank	bank.arff	3	0.2	0.04165869	0.998705889002336
random_cols	bank.arff	3	0	0.01875644	0.99751880854278
random_cols	bank.arff	3	0	0.01314569	0.99751880854278
all_cols	diabetic_data.arff	3	0	0.09457041	0.992804387426671
clustine_feature_select	diabetic_data.arff	3	0.632	0.3346746	0.992804387426671
clustine_deduplicate	diabetic_data.arff	3	0.758	0	0.953332472625196
clustine_just_compute	diabetic_data.arff	3	0.747	0.2273725	0.992804387426671
wrap_kNN	diabetic_data.arff	3	4.823	0.2273725	0.992804387426671
MI_rank	diabetic_data.arff	3	0.723	0.3346746	0.992804387426671
random_cols	diabetic_data.arff	3	0	0.05503634	0.344337565870788
random_cols	diabetic_data.arff	3	0.001	0.03431487	0.334401607203942
all_cols	diabetic_data.arff	3	0	0.09457041	0.992804387426671
clustine_feature_select	diabetic_data.arff	3	0.572	0.3346746	0.992804387426671
clustine_deduplicate	diabetic_data.arff	3	0.762	0	0.953332472625196
clustine_just_compute	diabetic_data.arff	3	0.7	0.2273725	0.992804387426671
wrap_kNN	diabetic_data.arff	3	4.897	0.2273725	0.992804387426671
MI_rank	diabetic_data.arff	3	0.77	0.3346746	0.992804387426671
random_cols	diabetic_data.arff	3	0	0.03246647	0.584129222877537
random_cols	diabetic_data.arff	3	0	0.09890492	0.354582512613494
all_cols	diabetic_data.arff	3	0	0.09457041	0.992804387426671
clustine_feature_select	diabetic_data.arff	3	0.578	0.3346746	0.992804387426671
clustine_deduplicate	diabetic_data.arff	3	0.681	0	0.953332472625196
clustine_just_compute	diabetic_data.arff	3	0.716	0.2273725	0.992804387426671
wrap_kNN	diabetic_data.arff	3	4.937	0.2273725	0.992804387426671
MI_rank	diabetic_data.arff	3	0.749	0.3346746	0.992804387426671
random_cols	diabetic_data.arff	3	0	0.1804118	0.953332472625196
random_cols	diabetic_data.arff	3	0	0.07019716	0.357597125344109
