Algorithm	File	ncol	Runtime	Redundancy	F1 Score
clustine_feature_select	shape.arff	3	0.031	0.27497	0.900609208311898
clustine_deduplicate	shape.arff	3	0.011	0.3531564	0.906999529785346
clustine_just_compute	shape.arff	3	0.021	0.3359256	0.808408196948797
wrap_kNN	shape.arff	3	0.319	0.3139595	0.931522059460289
MI_rank	shape.arff	3	0.02	0.3531564	0.912908620694437
random_cols	shape.arff	3	0	0.4101842	0.827979076097213
random_cols	shape.arff	3	0	0.3013841	0.858181656459342
clustine_feature_select	shape.arff	3	0.018	0.27497	0.900609208311898
clustine_deduplicate	shape.arff	3	0.014	0.3531564	0.913176000373581
clustine_just_compute	shape.arff	3	0.016	0.3359256	0.814156453564185
wrap_kNN	shape.arff	3	0.313	0.3139595	0.925908024372569
MI_rank	shape.arff	3	0.019	0.3531564	0.912908620694437
random_cols	shape.arff	3	0	0.144292	0.809819188263206
random_cols	shape.arff	3	0	0.3153506	0.869098731758808
clustine_feature_select	diabetes.arff	3	0.014	0.1411101	0.756225104312439
clustine_deduplicate	diabetes.arff	3	0.011	0.1449375	0.760814939567034
clustine_just_compute	diabetes.arff	3	0.017	0.1411101	0.755159700189242
wrap_kNN	diabetes.arff	3	0.263	0.2200129	0.799589502242637
MI_rank	diabetes.arff	3	0.013	0.3083837	0.679020750988315
random_cols	diabetes.arff	3	0	0.2184886	0.59516766572047
random_cols	diabetes.arff	3	0	0.1104864	0.698608937433054
clustine_feature_select	diabetes.arff	3	0.012	0.1411101	0.75933061933087
clustine_deduplicate	diabetes.arff	3	0.012	0.1449375	0.758368342381745
clustine_just_compute	diabetes.arff	3	0.02	0.1411101	0.754020837759663
wrap_kNN	diabetes.arff	3	0.261	0.2200129	0.798904754452031
MI_rank	diabetes.arff	3	0.024	0.3083837	0.68438095168754
random_cols	diabetes.arff	3	0	0.1103973	0.531717957084116
random_cols	diabetes.arff	3	0	0.1976386	0.762604259741995
clustine_feature_select	diabetes.arff	3	0.013	0.1411101	0.756782429066923
clustine_deduplicate	diabetes.arff	3	0.009	0.1449375	0.75957777132803
clustine_just_compute	diabetes.arff	3	0.015	0.1411101	0.754119457216999
wrap_kNN	diabetes.arff	3	0.275	0.2200129	0.79975354988512
MI_rank	diabetes.arff	3	0.015	0.3083837	0.684617328356197
random_cols	diabetes.arff	3	0	0.1545724	0.507027527962411
random_cols	diabetes.arff	3	0	0.2685937	0.521943884465769
clustine_feature_select	vowel.arff	3	0.013	0.1452216	0.819920706160367
clustine_deduplicate	vowel.arff	3	0.019	0.2790237	0.788643627347365
clustine_just_compute	vowel.arff	3	0.019	0.2591497	0.717136773247934
wrap_kNN	vowel.arff	3	0.345	0.1210214	0.838006695359033
MI_rank	vowel.arff	3	0.018	0.2524936	0.786537033319973
random_cols	vowel.arff	3	0	0.3454958	0.792965438488615
random_cols	vowel.arff	3	0	0.3430989	0.732030469294558
clustine_feature_select	vowel.arff	3	0.014	0.1452216	0.821937515101442
clustine_deduplicate	vowel.arff	3	0.023	0.2790237	0.796266353221181
clustine_just_compute	vowel.arff	3	0.016	0.2591497	0.721843731011738
wrap_kNN	vowel.arff	3	0.334	0.0797993	0.844601742259233
MI_rank	vowel.arff	3	0.015	0.2524936	0.776042565640572
random_cols	vowel.arff	3	0	0.3168098	0.800432709032826
random_cols	vowel.arff	3	0	0.1433056	0.800506823864211
clustine_feature_select	vowel.arff	3	0.018	0.1452216	0.821014162337235
clustine_deduplicate	vowel.arff	3	0.016	0.2790237	0.794591450540919
clustine_just_compute	vowel.arff	3	0.017	0.2591497	0.72240105230866
wrap_kNN	vowel.arff	3	0.341	0.0797993	0.847733182418932
MI_rank	vowel.arff	3	0.017	0.2524936	0.78378449798591
random_cols	vowel.arff	3	0	0.2509646	0.801932561288405
random_cols	vowel.arff	3	0	0.2524936	0.781729896903565
clustine_feature_select	breast.arff	3	0.023	0.6811728	0.811655979804266
clustine_deduplicate	breast.arff	3	0.016	0.3859399	0.80524609065887
clustine_just_compute	breast.arff	3	0.036	0.2509498	0.528518337464445
wrap_kNN	breast.arff	3	0.732	0.4047264	0.897851595873374
MI_rank	breast.arff	3	0.035	0.9931622	0.741342337967628
random_cols	breast.arff	3	0	0.3166263	0.795966876124443
random_cols	breast.arff	3	0	0.1199179	0.703503023183742
clustine_feature_select	breast.arff	3	0.031	0.6811728	0.80662245497669
clustine_deduplicate	breast.arff	3	0.031	0.3859399	0.800172221646382
clustine_just_compute	breast.arff	3	0.032	0.2509498	0.554405261638216
wrap_kNN	breast.arff	3	0.613	0.4047264	0.883092638355796
MI_rank	breast.arff	3	0.034	0.9931622	0.730865655853119
random_cols	breast.arff	3	0	0.356801	0.456550804748998
random_cols	breast.arff	3	0	0.2379738	0.491516667858469
clustine_feature_select	breast.arff	3	0.03	0.6811728	0.81205245655839
clustine_deduplicate	breast.arff	3	0.024	0.3859399	0.810541884189958
clustine_just_compute	breast.arff	3	0.047	0.2509498	0.531372210360459
wrap_kNN	breast.arff	3	0.626	0.4047264	0.893953654734054
MI_rank	breast.arff	3	0.035	0.9931622	0.741342337967628
random_cols	breast.arff	3	0	0.4669999	0.569237871056816
random_cols	breast.arff	3	0	0.3628769	0.821130220012686
clustine_feature_select	letrec.arff	3	0.147	0.08050271	0.714706026093018
clustine_deduplicate	letrec.arff	3	0.127	0.1784063	0.694699690908057
clustine_just_compute	letrec.arff	3	0.14	0.7604062	0.635669804936756
wrap_kNN	letrec.arff	3	12.208	0.04073749	0.76795947246164
MI_rank	letrec.arff	3	0.232	0.7512545	0.590258000093461
random_cols	letrec.arff	3	0	0.1748539	0.686636856976308
random_cols	letrec.arff	3	0	0.294934	0.590050376470202
clustine_feature_select	letrec.arff	3	0.152	0.08050271	0.706489263799012
clustine_deduplicate	letrec.arff	3	0.12	0.1784063	0.694039980929325
clustine_just_compute	letrec.arff	3	0.143	0.7604062	0.633447294464054
wrap_kNN	letrec.arff	3	12.197	0.04073749	0.772585638838589
MI_rank	letrec.arff	3	0.225	0.7512545	0.594943952327496
random_cols	letrec.arff	3	0	0.119269	0.476864756639665
random_cols	letrec.arff	3	0	0.09703067	0.579818852632515
clustine_feature_select	letrec.arff	3	0.14	0.08050271	0.70982579154898
clustine_deduplicate	letrec.arff	3	0.127	0.1784063	0.697209935295774
clustine_just_compute	letrec.arff	3	0.136	0.7604062	0.634274040555061
wrap_kNN	letrec.arff	3	12.88	0.03077161	0.740545940346356
MI_rank	letrec.arff	3	0.219	0.7512545	0.582166098130413
random_cols	letrec.arff	3	0	0.1062976	0.521308509789974
random_cols	letrec.arff	3	0	0.07448755	0.582562272691308
clustine_feature_select	insurance.arff	3	0.181	0.381441	0.941110194436095
clustine_deduplicate	insurance.arff	3	0.311	0.2354494	0.878258434564128
clustine_just_compute	insurance.arff	3	0.2	0.02360682	0.813011098621985
wrap_kNN	insurance.arff	3	41.01	0.251584	0.964008732265053
MI_rank	insurance.arff	3	0.373	0.6989388	0.799508238527646
random_cols	insurance.arff	3	0	0.3097721	NA
random_cols	insurance.arff	3	0	0.1653347	0.434476042994895
clustine_feature_select	insurance.arff	3	0.18	0.381441	0.942185412896477
clustine_deduplicate	insurance.arff	3	0.314	0.2354494	0.876101944054956
clustine_just_compute	insurance.arff	3	0.192	0.02360682	0.814328189011532
wrap_kNN	insurance.arff	3	40.754	0.3132735	0.966199356856418
MI_rank	insurance.arff	3	0.346	0.6989388	0.805873872635758
random_cols	insurance.arff	3	0	0.03262257	0.367127558000577
random_cols	insurance.arff	3	0	0.03077093	NA
clustine_feature_select	insurance.arff	3	0.18	0.381441	0.942707515469711
clustine_deduplicate	insurance.arff	3	0.319	0.2354494	0.876192542301138
clustine_just_compute	insurance.arff	3	0.195	0.02360682	0.814916466175297
wrap_kNN	insurance.arff	3	40.614	0.3132735	0.965810658711325
MI_rank	insurance.arff	3	0.344	0.6989388	0.802424928367704
random_cols	insurance.arff	3	0	0.1085326	0.562424786863858
random_cols	insurance.arff	3	0.001	0.02053425	0.371946368481501
clustine_feature_select	internet_usage.arff	3	0.207	0.07852149	0.99919854834076
clustine_deduplicate	internet_usage.arff	3	0.276	0.07852149	0.99919854834076
clustine_just_compute	internet_usage.arff	3	0.203	0.1228279	0.471817047175939
wrap_kNN	internet_usage.arff	3	17.056	0.04063383	0.999398719849677
MI_rank	internet_usage.arff	3	0.354	0.1235386	0.99919854834076
random_cols	internet_usage.arff	3	0	0.02210177	NA
random_cols	internet_usage.arff	3	0	0.01582312	NA
clustine_feature_select	internet_usage.arff	3	0.189	0.07852149	0.99919854834076
clustine_deduplicate	internet_usage.arff	3	0.284	0.07852149	0.99919854834076
clustine_just_compute	internet_usage.arff	3	0.216	0.1228279	0.476639525591373
wrap_kNN	internet_usage.arff	3	17.08	0.04063383	0.999398719849677
MI_rank	internet_usage.arff	3	0.345	0.1235386	0.99919854834076
random_cols	internet_usage.arff	3	0	0.02774854	0.459997048166101
random_cols	internet_usage.arff	3	0	0.02104619	NA
clustine_feature_select	internet_usage.arff	3	0.173	0.07852149	0.99919854834076
clustine_deduplicate	internet_usage.arff	3	0.274	0.07852149	0.99919854834076
clustine_just_compute	internet_usage.arff	3	0.198	0.1228279	0.462280898978804
wrap_kNN	internet_usage.arff	3	17.026	0.04063383	0.999398719849677
MI_rank	internet_usage.arff	3	0.366	0.1235386	0.99919854834076
random_cols	internet_usage.arff	3	0	0.02110139	NA
random_cols	internet_usage.arff	3	0	0.00994505	NA
clustine_feature_select	communities.arff	3	0.107	0.3847797	1
clustine_deduplicate	communities.arff	3	0.151	0.4170603	1
clustine_just_compute	communities.arff	3	0.152	0.02999263	1
wrap_kNN	communities.arff	3	10.081	0.02999263	1
MI_rank	communities.arff	3	0.188	0.3847797	1
random_cols	communities.arff	3	0.001	0.2076429	0.373652504758714
random_cols	communities.arff	3	0	0.07068606	0.375743505309455
clustine_feature_select	communities.arff	3	0.112	0.3847797	1
clustine_deduplicate	communities.arff	3	0.157	0.4170603	1
clustine_just_compute	communities.arff	3	0.152	0.02999263	1
wrap_kNN	communities.arff	3	10.123	0.02999263	1
MI_rank	communities.arff	3	0.286	0.3847797	1
random_cols	communities.arff	3	0	0.2795378	0.330701863852015
random_cols	communities.arff	3	0	0.3356386	0.299492436722374
clustine_feature_select	communities.arff	3	0.097	0.3847797	1
clustine_deduplicate	communities.arff	3	0.157	0.4170603	1
clustine_just_compute	communities.arff	3	0.139	0.02999263	1
wrap_kNN	communities.arff	3	9.914	0.02999263	1
MI_rank	communities.arff	3	0.194	0.3847797	1
random_cols	communities.arff	3	0	0.2717619	0.413883624817025
random_cols	communities.arff	3	0	0.2405165	0.40182128395619
clustine_feature_select	magic.arff	3	0.121	0.5193202	0.8728499533348
clustine_deduplicate	magic.arff	3	0.126	0.3026374	0.530339661676818
clustine_just_compute	magic.arff	3	0.153	0.7301609	0.525398190104216
wrap_kNN	magic.arff	3	2.88	0.1725999	0.971532005938247
MI_rank	magic.arff	3	0.136	0.1917461	0.911885926265303
random_cols	magic.arff	3	0	0.2075	0.509759008605454
random_cols	magic.arff	3	0	0.4084362	0.45751735391228
clustine_feature_select	magic.arff	3	0.115	0.5193202	0.872122487012649
clustine_deduplicate	magic.arff	3	0.092	0.3026374	0.531594345032734
clustine_just_compute	magic.arff	3	0.098	0.7301609	0.521755427510013
wrap_kNN	magic.arff	3	2.826	0.1725999	0.971732561142824
MI_rank	magic.arff	3	0.137	0.1917461	0.912131061222604
random_cols	magic.arff	3	0	0.3409204	0.506059823049059
random_cols	magic.arff	3	0	0.3026374	0.527667050874219
clustine_feature_select	magic.arff	3	0.113	0.5193202	0.874758440117788
clustine_deduplicate	magic.arff	3	0.102	0.3026374	0.532133905781808
clustine_just_compute	magic.arff	3	0.126	0.7301609	0.525862211806342
wrap_kNN	magic.arff	3	2.846	0.1725999	0.971732561142824
MI_rank	magic.arff	3	0.121	0.1917461	0.911974892682492
random_cols	magic.arff	3	0	0.2784185	0.458997983713336
random_cols	magic.arff	3	0	0.1030858	0.564982560183379
clustine_feature_select	pendigits.arff	3	0.056	0.1501482	0.86770612002278
clustine_deduplicate	pendigits.arff	3	0.061	0.4456173	0.752395046399105
clustine_just_compute	pendigits.arff	3	0.077	0.234112	0.63219986993318
wrap_kNN	pendigits.arff	3	6.497	0.2747255	0.926775992529426
MI_rank	pendigits.arff	3	0.108	0.7594165	0.853012862139768
random_cols	pendigits.arff	3	0	0.2277446	0.739949900920096
random_cols	pendigits.arff	3	0	0.1223811	0.653778837806007
clustine_feature_select	pendigits.arff	3	0.075	0.1501482	0.867313840403194
clustine_deduplicate	pendigits.arff	3	0.069	0.4456173	0.74802287046483
clustine_just_compute	pendigits.arff	3	0.06	0.234112	0.631023872516421
wrap_kNN	pendigits.arff	3	6.534	0.2747255	0.926769698988671
MI_rank	pendigits.arff	3	0.131	0.7594165	0.852829559162895
random_cols	pendigits.arff	3	0	0.3089732	0.883381590513633
random_cols	pendigits.arff	3	0	0.5151327	0.748899506278345
clustine_feature_select	pendigits.arff	3	0.065	0.1501482	0.867541429915952
clustine_deduplicate	pendigits.arff	3	0.068	0.4456173	0.750043555224816
clustine_just_compute	pendigits.arff	3	0.064	0.234112	0.63089426742227
wrap_kNN	pendigits.arff	3	6.5	0.2747255	0.925773286088451
MI_rank	pendigits.arff	3	0.111	0.7594165	0.852666843558793
random_cols	pendigits.arff	3	0	0.4239729	0.793916531136353
random_cols	pendigits.arff	3	0	0.2359635	0.706854950297021
clustine_feature_select	adult.arff	3	0.18	0.05212256	0.999197171620286
clustine_deduplicate	adult.arff	3	0.173	0.04319463	0.999197171620286
clustine_just_compute	adult.arff	3	0.17	0.05212256	0.999197171620286
wrap_kNN	adult.arff	3	1.442	0.05212256	0.999197171620286
MI_rank	adult.arff	3	0.137	0.05212256	0.999197171620286
random_cols	adult.arff	3	0	0.05541888	0.998596886718577
random_cols	adult.arff	3	0	0.02775885	0.999197171620286
clustine_feature_select	adult.arff	3	0.166	0.05212256	0.999197171620286
clustine_deduplicate	adult.arff	3	0.16	0.04319463	0.999197171620286
clustine_just_compute	adult.arff	3	0.163	0.05212256	0.999197171620286
wrap_kNN	adult.arff	3	1.456	0.05212256	0.999197171620286
MI_rank	adult.arff	3	0.157	0.05212256	0.999197171620286
random_cols	adult.arff	3	0	0.09410068	0.364550924439938
random_cols	adult.arff	3	0	0.09410068	0.360542258667592
clustine_feature_select	adult.arff	3	0.172	0.05212256	0.999197171620286
clustine_deduplicate	adult.arff	3	0.153	0.04319463	0.999197171620286
clustine_just_compute	adult.arff	3	0.168	0.05212256	0.999197171620286
wrap_kNN	adult.arff	3	1.45	0.05212256	0.999197171620286
MI_rank	adult.arff	3	0.14	0.05212256	0.999197171620286
random_cols	adult.arff	3	0.001	0.05541888	0.998596886718577
random_cols	adult.arff	3	0	0.04822404	0.999197171620286
clustine_feature_select	musk.arff	3	0.468	0.3975447	0.837938979876568
clustine_deduplicate	musk.arff	3	1.159	0.4092784	0.964940952625165
clustine_just_compute	musk.arff	3	0.466	0.3061438	0.920245403665605
wrap_kNN	musk.arff	3	57.566	0.2810356	0.988191522403977
MI_rank	musk.arff	3	0.763	0.4314639	0.872914275915223
random_cols	musk.arff	3	0	0.3086993	0.934018855582636
random_cols	musk.arff	3	0	0.4414678	0.953613707823849
clustine_feature_select	musk.arff	3	0.362	0.3975447	0.839042751455268
clustine_deduplicate	musk.arff	3	1.139	0.4092784	0.96513572359516
clustine_just_compute	musk.arff	3	0.47	0.3061438	0.921006126244615
wrap_kNN	musk.arff	3	57.722	0.2810356	0.98818997870336
MI_rank	musk.arff	3	0.772	0.4314639	0.874094537878626
random_cols	musk.arff	3	0	0.16493	0.926080286495756
random_cols	musk.arff	3	0.001	0.3053536	0.842649020400422
clustine_feature_select	musk.arff	3	0.337	0.3975447	0.838954871358347
clustine_deduplicate	musk.arff	3	1.17	0.4092784	0.964941327649056
clustine_just_compute	musk.arff	3	0.464	0.3061438	0.921211777734607
wrap_kNN	musk.arff	3	57.529	0.2810356	0.988390999318617
MI_rank	musk.arff	3	0.758	0.4314639	0.873116186449199
random_cols	musk.arff	3	0	0.1899535	0.811116665697938
random_cols	musk.arff	3	0	0.2393382	0.888390324932157
clustine_feature_select	bank.arff	3	0.222	0.04133052	0.998393544272207
clustine_deduplicate	bank.arff	3	0.192	0.02136907	0.999799625070582
clustine_just_compute	bank.arff	3	0.256	0.03713512	0.999398161823255
wrap_kNN	bank.arff	3	1.987	0.02429557	0.999800307303316
MI_rank	bank.arff	3	0.214	0.04165869	0.998792977737539
random_cols	bank.arff	3	0	0.02070629	0.796595988417699
random_cols	bank.arff	3	0.001	0.1599553	0.796957794786683
clustine_feature_select	bank.arff	3	0.212	0.04133052	0.998393544272207
clustine_deduplicate	bank.arff	3	0.189	0.02136907	0.999799625070582
clustine_just_compute	bank.arff	3	0.215	0.03713512	0.999398161823255
wrap_kNN	bank.arff	3	2.013	0.02429557	0.999800307303316
MI_rank	bank.arff	3	0.21	0.04165869	0.998792977737539
random_cols	bank.arff	3	0	0.05879019	0.797460509531596
random_cols	bank.arff	3	0	0.01314569	0.998394182371543
clustine_feature_select	bank.arff	3	0.22	0.04133052	0.998393544272207
clustine_deduplicate	bank.arff	3	0.195	0.02136907	0.999799625070582
clustine_just_compute	bank.arff	3	0.234	0.03713512	0.999398161823255
wrap_kNN	bank.arff	3	2.038	0.02429557	0.999800307303316
MI_rank	bank.arff	3	0.208	0.04165869	0.998792977737539
random_cols	bank.arff	3	0	0.03858157	0.999598492619275
random_cols	bank.arff	3	0	0.04165869	0.998792977737539
clustine_feature_select	diabetic_data.arff	3	0.625	0.3346746	0.993805772441156
clustine_deduplicate	diabetic_data.arff	3	0.559	0.09267229	0.953371932496634
clustine_just_compute	diabetic_data.arff	3	0.609	0.2273725	0.993805772441156
wrap_kNN	diabetic_data.arff	3	5.26	0.2273725	0.993805772441156
MI_rank	diabetic_data.arff	3	0.818	0.3346746	0.993805772441156
random_cols	diabetic_data.arff	3	0	0.1983966	0.33101772279189
random_cols	diabetic_data.arff	3	0	0.05011688	0.583827369082007
clustine_feature_select	diabetic_data.arff	3	0.624	0.3346746	0.993805772441156
clustine_deduplicate	diabetic_data.arff	3	0.639	0.09267229	0.953371932496634
clustine_just_compute	diabetic_data.arff	3	0.631	0.2273725	0.993805772441156
wrap_kNN	diabetic_data.arff	3	5.132	0.2273725	0.993805772441156
MI_rank	diabetic_data.arff	3	0.798	0.3346746	0.993805772441156
random_cols	diabetic_data.arff	3	0	0.09485758	0.364961030107951
random_cols	diabetic_data.arff	3	0	0.06457832	0.338158000506924
clustine_feature_select	diabetic_data.arff	3	0.619	0.3346746	0.993805772441156
clustine_deduplicate	diabetic_data.arff	3	0.567	0.09267229	0.953371932496634
clustine_just_compute	diabetic_data.arff	3	0.616	0.2273725	0.993805772441156
wrap_kNN	diabetic_data.arff	3	5.239	0.2273725	0.993805772441156
MI_rank	diabetic_data.arff	3	0.782	0.3346746	0.993805772441156
random_cols	diabetic_data.arff	3	0	0.1166039	0.37280640232
random_cols	diabetic_data.arff	3	0	0.06392681	0.384435045636004
