Algorithm	File	ncol	Runtime	Redundancy	F1 Score
clustine_feature_select	diabetes.arff	3	0.021	0.1411101	0.753001697448791
clustine_deduplicate	diabetes.arff	3	0.013	0.1261976	0.578525396189523
clustine_just_compute	diabetes.arff	3	0.013	0.1411101	0.750653500517833
wrap_kNN	diabetes.arff	3	0.253	0.2200129	0.791037460159561
MI_rank	diabetes.arff	3	0.014	0.3083837	0.694414904268957
random_cols	diabetes.arff	3	0	0.09970734	0.670685493378754
random_cols	diabetes.arff	3	0.001	0.2184886	0.618119337017447
clustine_feature_select	vowel.arff	3	0.015	0.1452216	0.82085941668707
clustine_deduplicate	vowel.arff	3	0.018	0.2591497	0.726667173926704
clustine_just_compute	vowel.arff	3	0.018	0.2591497	0.726413948136379
wrap_kNN	vowel.arff	3	0.336	0.08177819	0.832514055487112
MI_rank	vowel.arff	3	0.016	0.2524936	0.809415763839922
random_cols	vowel.arff	3	0	0.2073029	0.796434723864248
random_cols	vowel.arff	3	0	0.1002281	0.846315391134429
clustine_feature_select	vowel.arff	3	0.019	0.1452216	0.825421589632032
clustine_deduplicate	vowel.arff	3	0.018	0.2591497	0.727117840713045
clustine_just_compute	vowel.arff	3	0.013	0.2591497	0.726030419219824
wrap_kNN	vowel.arff	3	0.353	0.1335185	0.868681899336857
MI_rank	vowel.arff	3	0.019	0.2524936	0.810832325641058
random_cols	vowel.arff	3	0	0.120262	0.831451963418148
random_cols	vowel.arff	3	0	0.2226335	0.797471737923129
clustine_feature_select	vowel.arff	3	0.016	0.1452216	0.82766467297909
clustine_deduplicate	vowel.arff	3	0.013	0.2591497	0.725139127382679
clustine_just_compute	vowel.arff	3	0.018	0.2591497	0.725034521479746
wrap_kNN	vowel.arff	3	0.338	0.2186879	0.855712376538985
MI_rank	vowel.arff	3	0.017	0.2524936	0.806859732315876
random_cols	vowel.arff	3	0	0.3547345	0.759519551509097
random_cols	vowel.arff	3	0	0.2790237	0.804732305008553
clustine_feature_select	breast.arff	3	0.027	0.3306318	0.75980123048884
clustine_deduplicate	breast.arff	3	0.025	0.3547876	0.809874163447592
clustine_just_compute	breast.arff	3	0.047	0.2509498	0.584474052107418
wrap_kNN	breast.arff	3	0.645	0.2944431	0.868902089520289
MI_rank	breast.arff	3	0.034	0.9931622	0.682903655504187
random_cols	breast.arff	3	0	0.43057	0.713861306105888
random_cols	breast.arff	3	0	0.4678651	0.781148655771328
clustine_feature_select	breast.arff	3	0.043	0.3306318	0.766413129595668
clustine_deduplicate	breast.arff	3	0.024	0.3547876	0.815323794538249
clustine_just_compute	breast.arff	3	0.035	0.2509498	0.577196855541225
wrap_kNN	breast.arff	3	0.62	0.3747905	0.84133305808769
MI_rank	breast.arff	3	0.045	0.9931622	0.683049759207654
random_cols	breast.arff	3	0	0.4518404	0.510778631135445
random_cols	breast.arff	3	0	0.1825338	0.505132116490073
clustine_feature_select	breast.arff	3	0.044	0.3306318	0.752787681099551
clustine_deduplicate	breast.arff	3	0.025	0.3547876	0.80093267758303
clustine_just_compute	breast.arff	3	0.051	0.2509498	0.548381543276141
wrap_kNN	breast.arff	3	0.641	0.3747905	0.84133305808769
MI_rank	breast.arff	3	0.036	0.9931622	0.674735080751099
random_cols	breast.arff	3	0	0.2095478	0.467638438636559
random_cols	breast.arff	3	0	0.06180389	0.482094713370535
clustine_feature_select	letrec.arff	3	0.153	0.08050271	0.730140237565976
clustine_deduplicate	letrec.arff	3	0.124	0.1784063	0.700557572740834
clustine_just_compute	letrec.arff	3	0.146	0.7604062	0.637851241128412
wrap_kNN	letrec.arff	3	12.811	0.05949189	0.757466896465077
MI_rank	letrec.arff	3	0.217	0.7512545	0.599606939768354
random_cols	letrec.arff	3	0	0.2182016	0.586677459198722
random_cols	letrec.arff	3	0.001	0.1265976	0.630685025393367
clustine_feature_select	letrec.arff	3	0.148	0.08050271	0.724547190959917
clustine_deduplicate	letrec.arff	3	0.137	0.1784063	0.70901633651691
clustine_just_compute	letrec.arff	3	0.14	0.7604062	0.644895697784272
wrap_kNN	letrec.arff	3	12.72	0.03077161	0.766684727968327
MI_rank	letrec.arff	3	0.227	0.7512545	0.596313203477023
random_cols	letrec.arff	3	0	0.2776423	0.624346210878484
random_cols	letrec.arff	3	0	0.2462447	0.699808038016583
clustine_feature_select	letrec.arff	3	0.145	0.08050271	0.725159864933142
clustine_deduplicate	letrec.arff	3	0.178	0.1784063	0.70545137332369
clustine_just_compute	letrec.arff	3	0.156	0.7604062	0.633587622675496
wrap_kNN	letrec.arff	3	12.791	0.03077161	0.762559829897922
MI_rank	letrec.arff	3	0.214	0.7512545	0.599029509449687
random_cols	letrec.arff	3	0	0.2045752	0.698196081288807
random_cols	letrec.arff	3	0	0.07179764	0.647852733391468
clustine_feature_select	insurance.arff	3	0.171	0.381441	0.941795781038046
clustine_deduplicate	insurance.arff	3	0.347	0.3375866	0.902941370399326
clustine_just_compute	insurance.arff	3	0.226	0.02360682	0.824093484928935
wrap_kNN	insurance.arff	3	40.504	0.3132735	0.973802415565903
MI_rank	insurance.arff	3	0.362	0.6989388	0.802141476624898
random_cols	insurance.arff	3	0	0.1393576	0.663491575101006
random_cols	insurance.arff	3	0	0.01183921	NA
clustine_feature_select	insurance.arff	3	0.176	0.381441	0.939810182035302
clustine_deduplicate	insurance.arff	3	0.34	0.3375866	0.899842423108017
clustine_just_compute	insurance.arff	3	0.211	0.02360682	0.819875654105912
wrap_kNN	insurance.arff	3	40.576	0.3132735	0.97219636684248
MI_rank	insurance.arff	3	0.337	0.6989388	0.805800299543431
random_cols	insurance.arff	3	0	0.0771555	NA
random_cols	insurance.arff	3	0	0.007514168	NA
clustine_feature_select	insurance.arff	3	0.168	0.381441	0.940116750375977
clustine_deduplicate	insurance.arff	3	0.339	0.3375866	0.896030506946469
clustine_just_compute	insurance.arff	3	0.2	0.02360682	0.81742441648269
wrap_kNN	insurance.arff	3	40.523	0.3132735	0.972015898056975
MI_rank	insurance.arff	3	0.35	0.6989388	0.803930812977946
random_cols	insurance.arff	3	0	0.08537493	0.470463988337173
random_cols	insurance.arff	3	0	0.04136247	0.440403086046457
clustine_feature_select	internet_usage.arff	3	0.254	0.07852149	0.999394719511031
clustine_deduplicate	internet_usage.arff	3	0.31	0.1235386	0.999394719511031
clustine_just_compute	internet_usage.arff	3	0.207	0.1228279	0.470968119113751
wrap_kNN	internet_usage.arff	3	16.988	0.01124608	0.999394719511031
MI_rank	internet_usage.arff	3	0.36	0.1235386	0.999394719511031
random_cols	internet_usage.arff	3	0	0.01000231	NA
random_cols	internet_usage.arff	3	0.001	0.03291736	0.469300008905123
clustine_feature_select	internet_usage.arff	3	0.18	0.07852149	0.999394719511031
clustine_deduplicate	internet_usage.arff	3	0.323	0.1235386	0.999394719511031
clustine_just_compute	internet_usage.arff	3	0.213	0.1228279	0.473659761836425
wrap_kNN	internet_usage.arff	3	16.953	0.01124608	0.999394719511031
MI_rank	internet_usage.arff	3	0.347	0.1235386	0.999394719511031
random_cols	internet_usage.arff	3	0	0.0330162	0.470123918092907
random_cols	internet_usage.arff	3	0	0.006430478	NA
clustine_feature_select	internet_usage.arff	3	0.185	0.07852149	0.999394719511031
clustine_deduplicate	internet_usage.arff	3	0.302	0.1235386	0.999394719511031
clustine_just_compute	internet_usage.arff	3	0.207	0.1228279	0.486671176964645
wrap_kNN	internet_usage.arff	3	17.089	0.01124608	0.999394719511031
MI_rank	internet_usage.arff	3	0.353	0.1235386	0.999394719511031
random_cols	internet_usage.arff	3	0	0.06324453	NA
random_cols	internet_usage.arff	3	0	0.02360057	0.461621984745428
clustine_feature_select	communities.arff	3	0.104	0.3847797	1
clustine_deduplicate	communities.arff	3	0.181	0.4257944	1
clustine_just_compute	communities.arff	3	0.15	0.02999263	1
wrap_kNN	communities.arff	3	10.195	0.02999263	1
MI_rank	communities.arff	3	0.191	0.3847797	1
random_cols	communities.arff	3	0	0.1303577	0.36127174600465
random_cols	communities.arff	3	0	0.340546	0.428054910365309
clustine_feature_select	communities.arff	3	0.101	0.3847797	1
clustine_deduplicate	communities.arff	3	0.174	0.4257944	1
clustine_just_compute	communities.arff	3	0.147	0.02999263	1
wrap_kNN	communities.arff	3	10.257	0.02999263	1
MI_rank	communities.arff	3	0.209	0.3847797	1
random_cols	communities.arff	3	0	0.1797165	0.324634981091004
random_cols	communities.arff	3	0	0.2424491	0.292017853880798
clustine_feature_select	communities.arff	3	0.102	0.3847797	1
clustine_deduplicate	communities.arff	3	0.171	0.4257944	1
clustine_just_compute	communities.arff	3	0.146	0.02999263	1
wrap_kNN	communities.arff	3	10.147	0.02999263	1
MI_rank	communities.arff	3	0.189	0.3847797	1
random_cols	communities.arff	3	0	0.2731102	0.338702182405995
random_cols	communities.arff	3	0	0.143121	0.374301926726769
clustine_feature_select	magic.arff	3	0.133	0.5193202	0.862737611333663
clustine_deduplicate	magic.arff	3	0.134	0.3026374	0.522559527559384
clustine_just_compute	magic.arff	3	0.12	0.7301609	0.516147046658462
wrap_kNN	magic.arff	3	2.907	0.1725999	0.97114898118582
MI_rank	magic.arff	3	0.131	0.1917461	0.907320431912944
random_cols	magic.arff	3	0	0.2993021	0.512679957380939
random_cols	magic.arff	3	0	0.1534729	0.887991297970213
clustine_feature_select	magic.arff	3	0.113	0.5193202	0.863055652295841
clustine_deduplicate	magic.arff	3	0.112	0.3026374	0.520906587013889
clustine_just_compute	magic.arff	3	0.109	0.7301609	0.513509975080586
wrap_kNN	magic.arff	3	2.738	0.1725999	0.971357569784497
MI_rank	magic.arff	3	0.129	0.1917461	0.907548053224929
random_cols	magic.arff	3	0	0.4242656	0.458572680304397
random_cols	magic.arff	3	0	0.3743283	0.545210266402119
clustine_feature_select	magic.arff	3	0.104	0.5193202	0.862853342452153
clustine_deduplicate	magic.arff	3	0.103	0.3026374	0.524446041482745
clustine_just_compute	magic.arff	3	0.117	0.7301609	0.514801760421719
wrap_kNN	magic.arff	3	2.764	0.1725999	0.97114898118582
MI_rank	magic.arff	3	0.145	0.1917461	0.908492298229481
random_cols	magic.arff	3	0	0.00894195	0.507083178946544
random_cols	magic.arff	3	0	0.305786	0.552327308997582
clustine_feature_select	pendigits.arff	3	0.078	0.1501482	0.86974659692794
clustine_deduplicate	pendigits.arff	3	0.073	0.1851603	0.883625803165732
clustine_just_compute	pendigits.arff	3	0.085	0.234112	0.632188323625561
wrap_kNN	pendigits.arff	3	6.456	0.2747255	0.922718585873993
MI_rank	pendigits.arff	3	0.094	0.7594165	0.8547868836197
random_cols	pendigits.arff	3	0	0.3265808	0.800649458368708
random_cols	pendigits.arff	3	0	0.2133479	0.882957531843766
clustine_feature_select	pendigits.arff	3	0.066	0.1501482	0.869942552905066
clustine_deduplicate	pendigits.arff	3	0.069	0.1851603	0.882071705982726
clustine_just_compute	pendigits.arff	3	0.068	0.234112	0.640315546639269
wrap_kNN	pendigits.arff	3	6.469	0.2747255	0.92350503895139
MI_rank	pendigits.arff	3	0.118	0.7594165	0.85585131405182
random_cols	pendigits.arff	3	0	0.2431623	0.777578562093655
random_cols	pendigits.arff	3	0	0.1681139	0.745537533775641
clustine_feature_select	pendigits.arff	3	0.073	0.1501482	0.869937516452011
clustine_deduplicate	pendigits.arff	3	0.064	0.1851603	0.882629096659294
clustine_just_compute	pendigits.arff	3	0.06	0.234112	0.639275256819469
wrap_kNN	pendigits.arff	3	6.427	0.2747255	0.923130518323757
MI_rank	pendigits.arff	3	0.094	0.7594165	0.85485258606649
random_cols	pendigits.arff	3	0	0.3302064	0.782059003965222
random_cols	pendigits.arff	3	0	0.2135907	0.853701201482395
clustine_feature_select	adult.arff	3	0.176	0.05212256	0.999400808044287
clustine_deduplicate	adult.arff	3	0.163	0.05212256	0.999400808044287
clustine_just_compute	adult.arff	3	0.148	0.05212256	0.999400808044287
wrap_kNN	adult.arff	3	1.428	0.05212256	0.999400808044287
MI_rank	adult.arff	3	0.149	0.05212256	0.999400808044287
random_cols	adult.arff	3	0	0.05541888	0.998400517093587
random_cols	adult.arff	3	0	0.07494627	0.364132977221351
clustine_feature_select	adult.arff	3	0.159	0.05212256	0.999400808044287
clustine_deduplicate	adult.arff	3	0.238	0.05212256	0.999400808044287
clustine_just_compute	adult.arff	3	0.151	0.05212256	0.999400808044287
wrap_kNN	adult.arff	3	1.352	0.05212256	0.999400808044287
MI_rank	adult.arff	3	0.127	0.05212256	0.999400808044287
random_cols	adult.arff	3	0	0.0580749	0.354554224323153
random_cols	adult.arff	3	0	0.02775885	0.999400808044287
clustine_feature_select	adult.arff	3	0.153	0.05212256	0.999400808044287
clustine_deduplicate	adult.arff	3	0.14	0.05212256	0.999400808044287
clustine_just_compute	adult.arff	3	0.137	0.05212256	0.999400808044287
wrap_kNN	adult.arff	3	1.354	0.05212256	0.999400808044287
MI_rank	adult.arff	3	0.143	0.05212256	0.999400808044287
random_cols	adult.arff	3	0	0.09410068	0.354451073703653
random_cols	adult.arff	3	0	0.05568803	0.343825570405417
clustine_feature_select	musk.arff	3	0.413	0.3975447	0.826674947222382
clustine_deduplicate	musk.arff	3	1.219	0.4092784	0.966572945100585
clustine_just_compute	musk.arff	3	0.469	0.3061438	0.924190023232302
wrap_kNN	musk.arff	3	57.519	0.1767891	0.994198076603869
MI_rank	musk.arff	3	0.756	0.4314639	0.865861845039313
random_cols	musk.arff	3	0	0.1880468	0.947876900813244
random_cols	musk.arff	3	0	0.2168262	0.846421641277763
clustine_feature_select	musk.arff	3	0.371	0.3975447	0.826712827258923
clustine_deduplicate	musk.arff	3	1.205	0.4092784	0.966172543081659
clustine_just_compute	musk.arff	3	0.525	0.3061438	0.924395937134729
wrap_kNN	musk.arff	3	57.748	0.1767891	0.994198076603869
MI_rank	musk.arff	3	0.763	0.4314639	0.867333926912588
random_cols	musk.arff	3	0	0.06414625	0.952713861629582
random_cols	musk.arff	3	0	0.3877868	0.810755560908463
clustine_feature_select	musk.arff	3	0.332	0.3975447	0.828539278790207
clustine_deduplicate	musk.arff	3	1.197	0.4092784	0.966369165669164
clustine_just_compute	musk.arff	3	0.467	0.3061438	0.924809047765116
wrap_kNN	musk.arff	3	57.587	0.1767891	0.994198076603869
MI_rank	musk.arff	3	0.761	0.4314639	0.865620516234803
random_cols	musk.arff	3	0	0.1777117	0.865165560601707
random_cols	musk.arff	3	0.001	0.446363	0.985178051119375
clustine_feature_select	bank.arff	3	0.242	0.04133052	0.997915863985919
clustine_deduplicate	bank.arff	3	0.216	0.01314569	0.998116165379826
clustine_just_compute	bank.arff	3	0.225	0.03713512	0.998515522425668
wrap_kNN	bank.arff	3	2.019	0.06052369	0.998514922702521
MI_rank	bank.arff	3	0.306	0.04165869	0.998514285228554
random_cols	bank.arff	3	0	0.04023605	0.998116165379826
random_cols	bank.arff	3	0	0.1921009	NA
clustine_feature_select	bank.arff	3	0.212	0.04133052	0.997915863985919
clustine_deduplicate	bank.arff	3	0.199	0.01314569	0.998116165379826
clustine_just_compute	bank.arff	3	0.213	0.03713512	0.998515522425668
wrap_kNN	bank.arff	3	1.985	0.06052369	0.998514922702521
MI_rank	bank.arff	3	0.196	0.04165869	0.998514285228554
random_cols	bank.arff	3	0	0.03954262	0.782346476923396
random_cols	bank.arff	3	0	0.1583095	0.998114285228554
clustine_feature_select	bank.arff	3	0.212	0.04133052	0.997915863985919
clustine_deduplicate	bank.arff	3	0.201	0.01314569	0.998116165379826
clustine_just_compute	bank.arff	3	0.211	0.03713512	0.998515522425668
wrap_kNN	bank.arff	3	1.989	0.06052369	0.998514922702521
MI_rank	bank.arff	3	0.203	0.04165869	0.998514285228554
random_cols	bank.arff	3	0	0.01465827	0.777522860096047
random_cols	bank.arff	3	0	0.06052369	0.998514922702521
clustine_feature_select	diabetic_data.arff	3	0.677	0.3346746	0.99339852726557
clustine_deduplicate	diabetic_data.arff	3	0.593	0.1251067	0.959188344222398
clustine_just_compute	diabetic_data.arff	3	0.593	0.2273725	0.99339852726557
wrap_kNN	diabetic_data.arff	3	5.038	0.2273725	0.99339852726557
MI_rank	diabetic_data.arff	3	0.772	0.3346746	0.99339852726557
random_cols	diabetic_data.arff	3	0	0.3159493	0.357698114689392
random_cols	diabetic_data.arff	3	0	0.0607844	0.959188344222398
clustine_feature_select	diabetic_data.arff	3	0.613	0.3346746	0.99339852726557
clustine_deduplicate	diabetic_data.arff	3	0.599	0.1251067	0.959188344222398
clustine_just_compute	diabetic_data.arff	3	0.593	0.2273725	0.99339852726557
wrap_kNN	diabetic_data.arff	3	5.04	0.2273725	0.99339852726557
MI_rank	diabetic_data.arff	3	0.764	0.3346746	0.99339852726557
random_cols	diabetic_data.arff	3	0	0.07019716	0.377320514523053
random_cols	diabetic_data.arff	3	0	0.1137972	0.569988843827291
clustine_feature_select	diabetic_data.arff	3	0.587	0.3346746	0.99339852726557
clustine_deduplicate	diabetic_data.arff	3	0.6	0.1251067	0.959188344222398
clustine_just_compute	diabetic_data.arff	3	0.59	0.2273725	0.99339852726557
wrap_kNN	diabetic_data.arff	3	5.119	0.2273725	0.99339852726557
MI_rank	diabetic_data.arff	3	0.788	0.3346746	0.99339852726557
random_cols	diabetic_data.arff	3	0	0.05439733	0.570148190737661
random_cols	diabetic_data.arff	3	0	0.0420397	0.380498486242225
